country,security_name,event_type,ticker_event,ticker_mapping,status,score,query_used,candidate_name,exchange,reason,ticker,price_fetch_status,rows,price_fetch_reason,diagnosis
Korea,DAEWOO ENGR & CONSTR,deletion,003090.KS,003090.KS,mapped_yahoo_search,0.8426,DAEWOO,Daewoong,KSC,,003090.KS,downloaded,803.0,,mapped_and_priced
Korea,HELIXMITH CO,deletion,084990.KQ,084990.KQ,mapped_yahoo_search,1.05,HELIXMITH CO,Helixmith,KOE,,084990.KQ,downloaded,69.0,,mapped_and_priced
Korea,HYUNDAI DEPT STORE,deletion,017800.KS,017800.KS,mapped_yahoo_search,0.9597,HYUNDAI,Hyundai Elevator,KSC,,017800.KS,downloaded,69.0,,mapped_and_priced
Korea,ALTEOGEN,inclusion,196170.KQ,196170.KQ,mapped_yahoo_search,1.15,ALTEOGEN,Alteogen,KOE,,196170.KQ,downloaded,988.0,,mapped_and_priced
Korea,SEEGENE,inclusion,096530.KQ,096530.KQ,mapped_yahoo_search,1.15,SEEGENE,SEEGENE,KOE,,096530.KQ,downloaded,621.0,,mapped_and_priced
Korea,SHIN POONG PHARMA CO,inclusion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
USA,HOLLYFRONTIER,deletion,HFC,HFC,existing_repo_mapping,1.0,existing_repo_mapping,,,,HFC,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,P G & E CORP,inclusion,PCG,PCG,existing_repo_mapping,1.0,existing_repo_mapping,,,,PCG,downloaded,68.0,,mapped_and_priced
USA,PELOTON INTERACTIVE A,inclusion,PTON,PTON,existing_repo_mapping,1.0,existing_repo_mapping,,,,PTON,downloaded,571.0,,mapped_and_priced
USA,ZSCALER,inclusion,ZS,ZS,existing_repo_mapping,1.0,existing_repo_mapping,,,,ZS,downloaded,68.0,,mapped_and_priced
India,BOSCH,deletion,BOSCHLTD.BO,BOSCHLTD.BO,mapped_yahoo_search,0.9192,BOSCH,BOSCH LTD.,BSE,,BOSCHLTD.BO,downloaded,913.0,,mapped_and_priced
India,LIC HOUSING FINANCE,deletion,LICHSGFIN.NS,LICHSGFIN.NS,mapped_yahoo_search,1.1689,LIC HOUSING FINANCE,LIC HOUSING FINANCE LTD,NSI,,LICHSGFIN.NS,downloaded,69.0,,mapped_and_priced
India,ACC,inclusion,ACC.NS,ACC.NS,mapped_manual_alias,1.0,manual_alias,,,,ACC.NS,downloaded,1363.0,,mapped_and_priced
India,ADANI GREEN ENERGY,inclusion,ADANIGREEN.NS,ADANIGREEN.NS,mapped_yahoo_search,1.1643,ADANI GREEN ENERGY,ADANI GREEN ENERGY LTD,NSI,,ADANIGREEN.NS,downloaded,1119.0,,mapped_and_priced
India,APOLLO HOSPITALS,inclusion,APOLLOHOSP.NS,APOLLOHOSP.NS,mapped_manual_alias,1.0,manual_alias,,,,APOLLOHOSP.NS,downloaded,806.0,,mapped_and_priced
India,BALKRISHNA INDUSTRIES,inclusion,BALKRISIND.BO,BALKRISIND.BO,mapped_yahoo_search,1.0802,BALKRISHNA INDUSTRIES,BALKRISHNA INDUSTRIES LTD.,BSE,,BALKRISIND.BO,downloaded,69.0,,mapped_and_priced
India,IPCA LABORATORIES,inclusion,IPCALAB.NS,IPCALAB.NS,mapped_yahoo_search,1.1643,IPCA LABORATORIES,IPCA LABORATORIES LTD,NSI,,IPCALAB.NS,downloaded,315.0,,mapped_and_priced
India,KOTAK MAHINDRA BANK,inclusion,KOTAKBANK.NS,KOTAKBANK.NS,mapped_yahoo_search,1.1689,KOTAK MAHINDRA BANK,KOTAK MAHINDRA BANK LTD,NSI,,KOTAKBANK.NS,downloaded,69.0,,mapped_and_priced
India,LARSEN AND TOUBRO INFO,inclusion,LT.NS,LT.NS,mapped_yahoo_search,1.0608,LARSEN,LARSEN & TOUBRO LTD.,NSI,,LT.NS,downloaded,69.0,,mapped_and_priced
India,MRF,inclusion,MRF.NS,MRF.NS,mapped_yahoo_search,0.9167,MRF,MRF LTD,NSI,,MRF.NS,downloaded,69.0,,mapped_and_priced
India,MUTHOOT FINANCE,inclusion,MUTHOOTFIN.BO,MUTHOOTFIN.BO,mapped_yahoo_search,1.0532,MUTHOOT FINANCE,MUTHOOT FINANCE LTD.,BSE,,MUTHOOTFIN.BO,downloaded,69.0,,mapped_and_priced
India,PI INDUSTRIES,inclusion,PIIND.BO,PIIND.BO,mapped_yahoo_search,1.0389,PI INDUSTRIES,P.I.INDUSTRIES LTD.,BSE,,PIIND.BO,cached,69.0,,mapped_and_priced
India,TRENT,inclusion,TRENT.BO,TRENT.BO,mapped_yahoo_search,0.9192,TRENT,TRENT LTD.,BSE,,TRENT.BO,cached,69.0,,mapped_and_priced
India,YES BANK,inclusion,YESBANK.BO,YESBANK.BO,mapped_yahoo_search,0.9735,YES BANK,YES BANK LTD.,BSE,,YESBANK.BO,cached,319.0,,mapped_and_priced
Indonesia,HM SAMPOERNA,deletion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Indonesia,MERDEKA COPPER GOLD,inclusion,MDKA.JK,MDKA.JK,mapped_yahoo_search,1.1689,MERDEKA COPPER GOLD,Merdeka Copper Gold Tbk.,JKT,,MDKA.JK,downloaded,1094.0,,mapped_and_priced
Indonesia,SARANA MENARA NUSANTARA,inclusion,TOWR.JK,TOWR.JK,mapped_yahoo_search,1.1833,SARANA MENARA NUSANTARA,Sarana Menara Nusantara Tbk.,JKT,,TOWR.JK,cached,908.0,,mapped_and_priced
Korea,AMOREPAC CORP PREF (NEW),deletion,090435.KS,090435.KS,mapped_yahoo_search,0.8561,AMOREPAC CORP,AMOREPACIFIC(1P),KSC,,090435.KS,downloaded,67.0,,mapped_and_priced
Korea,BNK FINANCIAL GROUP,deletion,138930.KS,138930.KS,mapped_yahoo_search,1.25,BNK FINANCIAL GROUP,BNK Financial Group,KSC,,138930.KS,downloaded,67.0,,mapped_and_priced
Korea,POSCO INTERNATIONAL,deletion,047050.KS,047050.KS,mapped_yahoo_search,1.25,POSCO INTERNATIONAL,POSCO INTERNATIONAL,KSC,,047050.KS,downloaded,680.0,,mapped_and_priced
Korea,DOOSAN HEAVY INDUSTRIES,inclusion,131970.KQ,131970.KQ,mapped_yahoo_search,0.7125,DOOSAN,DOOSAN TESNA,KOE,,131970.KQ,downloaded,557.0,,mapped_and_priced
Korea,SK BIOPHARMACEUTICALS,inclusion,,,no_country_candidate,0.4333333333333333,SK BIOPHARMACEUTICALS,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,SK CHEMICALS (NEW),inclusion,285130.KS,285130.KS,mapped_yahoo_search,0.85,SK CHEMICALS,SKCHEM,KSC,,285130.KS,downloaded,558.0,,mapped_and_priced
USA,CDK GLOBAL HOLDINGS,deletion,CDK,CDK,existing_repo_mapping,1.0,existing_repo_mapping,,,,CDK,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,COMERICA,deletion,CMAPRB,CMAPRB,existing_repo_mapping,1.0,existing_repo_mapping,,,,CMAPRB,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,DIAMONDBACK ENERGY,deletion,FANG,FANG,existing_repo_mapping,1.0,existing_repo_mapping,,,,FANG,downloaded,321.0,,mapped_and_priced
USA,EAST WEST BANCORP,deletion,EWBC,EWBC,existing_repo_mapping,1.0,existing_repo_mapping,,,,EWBC,downloaded,949.0,,mapped_and_priced
USA,FEDERAL REALTY INV TRUST,deletion,FRT,FRT,existing_repo_mapping,1.0,existing_repo_mapping,,,,FRT,downloaded,70.0,,mapped_and_priced
USA,FLIR SYSTEMS,deletion,FLIR,FLIR,existing_repo_mapping,1.0,existing_repo_mapping,,,,FLIR,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,INGREDION INC,deletion,INGR,INGR,existing_repo_mapping,1.0,existing_repo_mapping,,,,INGR,downloaded,70.0,,mapped_and_priced
USA,JONES LANG LASALLE,deletion,JLL,JLL,existing_repo_mapping,1.0,existing_repo_mapping,,,,JLL,downloaded,70.0,,mapped_and_priced
USA,NATIONAL OILWELL VARCO,deletion,NOV,NOV,existing_repo_mapping,1.0,existing_repo_mapping,,,,NOV,downloaded,70.0,,mapped_and_priced
USA,NATIONAL RETAIL PPTYS,deletion,NNN,NNN,existing_repo_mapping,1.0,existing_repo_mapping,,,,NNN,downloaded,70.0,,mapped_and_priced
USA,NIELSEN HOLDINGS PLC,deletion,NLSN,NLSN,existing_repo_mapping,1.0,existing_repo_mapping,,,,NLSN,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,PEOPLES UNITED FINANCIAL,deletion,PEBO,PEBO,existing_repo_mapping,1.0,existing_repo_mapping,,,,PEBO,downloaded,70.0,,mapped_and_priced
USA,RALPH LAUREN CORP A,deletion,RL,RL,existing_repo_mapping,1.0,existing_repo_mapping,,,,RL,downloaded,70.0,,mapped_and_priced
USA,SIGNATURE BANK,deletion,SBNY,SBNY,existing_repo_mapping,1.0,existing_repo_mapping,,,,SBNY,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,ZIONS BANCORP,deletion,ZIONP,ZIONP,existing_repo_mapping,1.0,existing_repo_mapping,,,,ZIONP,downloaded,949.0,,mapped_and_priced
USA,10X GENOMICS A,inclusion,TXG,TXG,existing_repo_mapping,1.0,existing_repo_mapping,,,,TXG,downloaded,446.0,,mapped_and_priced
USA,CARVANA A,inclusion,CVNA,CVNA,existing_repo_mapping,1.0,existing_repo_mapping,,,,CVNA,downloaded,1072.0,,mapped_and_priced
USA,CERIDIAN HCM HOLDING,inclusion,DAY,DAY,existing_repo_mapping,1.0,existing_repo_mapping,,,,DAY,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,CHEWY A,inclusion,CHWY,CHWY,existing_repo_mapping,1.0,existing_repo_mapping,,,,CHWY,downloaded,824.0,,mapped_and_priced
USA,CLOUDFLARE A,inclusion,NET,NET,existing_repo_mapping,1.0,existing_repo_mapping,,,,NET,downloaded,70.0,,mapped_and_priced
USA,DRAFTKINGS A,inclusion,DKNG,DKNG,existing_repo_mapping,1.0,existing_repo_mapping,,,,DKNG,downloaded,760.0,,mapped_and_priced
USA,ENPHASE ENERGY,inclusion,ENPH,ENPH,existing_repo_mapping,1.0,existing_repo_mapping,,,,ENPH,downloaded,1135.0,,mapped_and_priced
USA,ETSY,inclusion,ETSY,ETSY,existing_repo_mapping,1.0,existing_repo_mapping,,,,ETSY,downloaded,1011.0,,mapped_and_priced
USA,GENERAC HOLDINGS,inclusion,GNRC,GNRC,existing_repo_mapping,1.0,existing_repo_mapping,,,,GNRC,downloaded,824.0,,mapped_and_priced
USA,HORIZON THERAPEUTICS PLC,inclusion,HZNP,HZNP,existing_repo_mapping,1.0,existing_repo_mapping,,,,HZNP,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,HUBSPOT,inclusion,HUBS,HUBS,existing_repo_mapping,1.0,existing_repo_mapping,,,,HUBS,downloaded,70.0,,mapped_and_priced
USA,IMMUNOMEDICS,inclusion,,,unsupported_country,,,,,No country suffix rules configured.,,,,,unsupported_country
USA,LIVONGO HEALTH,inclusion,LVGO,LVGO,existing_repo_mapping,1.0,existing_repo_mapping,,,,LVGO,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,MONOLITHIC POWER SYSTEMS,inclusion,MPWR,MPWR,existing_repo_mapping,1.0,existing_repo_mapping,,,,MPWR,downloaded,70.0,,mapped_and_priced
USA,MYOKARDIA,inclusion,MYOK,MYOK,existing_repo_mapping,1.0,existing_repo_mapping,,,,MYOK,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,NOVOCURE,inclusion,NVCR,NVCR,existing_repo_mapping,1.0,existing_repo_mapping,,,,NVCR,downloaded,760.0,,mapped_and_priced
USA,POOL CORP,inclusion,POOL,POOL,existing_repo_mapping,1.0,existing_repo_mapping,,,,POOL,downloaded,70.0,,mapped_and_priced
USA,ROYALTY PHARMA A,inclusion,RPRX,RPRX,existing_repo_mapping,1.0,existing_repo_mapping,,,,RPRX,downloaded,70.0,,mapped_and_priced
USA,SOLAREDGE TECHNOLOGIES,inclusion,SEDG,SEDG,existing_repo_mapping,1.0,existing_repo_mapping,,,,SEDG,downloaded,824.0,,mapped_and_priced
USA,ZENDESK,inclusion,ZEN,ZEN,existing_repo_mapping,1.0,existing_repo_mapping,,,,ZEN,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,ZILLOW GROUP A,inclusion,ZG,ZG,existing_repo_mapping,1.0,existing_repo_mapping,,,,ZG,downloaded,70.0,,mapped_and_priced
Indonesia,ACE HARDWARE INDONESIA,deletion,ACES.JK,ACES.JK,mapped_manual_alias,1.0,manual_alias,,,,ACES.JK,downloaded,372.0,,mapped_and_priced
Indonesia,ANEKA TAMBANG,inclusion,ANTM.JK,ANTM.JK,mapped_yahoo_search,1.1389,ANEKA TAMBANG,Aneka Tambang Tbk.,JKT,,ANTM.JK,downloaded,911.0,,mapped_and_priced
USA,PERRIGO,deletion,PRGO,PRGO,existing_repo_mapping,1.0,existing_repo_mapping,,,,PRGO,downloaded,65.0,,mapped_and_priced
USA,AIRBNB A,inclusion,ABNB,ABNB,existing_repo_mapping,1.0,existing_repo_mapping,,,,ABNB,downloaded,65.0,,mapped_and_priced
USA,PLUG POWER,inclusion,PLUG,PLUG,existing_repo_mapping,1.0,existing_repo_mapping,,,,PLUG,downloaded,632.0,,mapped_and_priced
India,ZEE ENTERTAINMENT ENT,deletion,ZEEL.NS,ZEEL.NS,mapped_yahoo_search,1.1768,ZEE ENTERTAINMENT ENT,ZEE ENTERTAINMENT ENT LTD,NSI,,ZEEL.NS,cached,63.0,,mapped_and_priced
India,ADANI ENTERPRISES,inclusion,ADANIENT.NS,ADANIENT.NS,mapped_yahoo_search,1.0705,ADANI ENTERPRISES,ADANI ENTERPRISES LIMITED,NSI,,ADANIENT.NS,downloaded,63.0,,mapped_and_priced
India,ADANI TOTAL GAS,inclusion,ATGL.NS,ATGL.NS,mapped_yahoo_search,1.0379,ADANI TOTAL GAS,ADANI TOTAL GAS LIMITED,NSI,,ATGL.NS,downloaded,562.0,,mapped_and_priced
India,ADANI TRANSMISSION,inclusion,ADANIENSOL.NS,ADANIENSOL.NS,mapped_yahoo_search,0.7115,ADANI,ADANI ENERGY SOLUTION LTD,NSI,,ADANIENSOL.NS,downloaded,562.0,,mapped_and_priced
India,BHARAT ELECTRONICS,inclusion,BEL.NS,BEL.NS,mapped_yahoo_search,1.1689,BHARAT ELECTRONICS,BHARAT ELECTRONICS LTD,NSI,,BEL.NS,downloaded,63.0,,mapped_and_priced
India,CHOLAMANDALAM INV & FIN,inclusion,CHOLAFIN.NS,CHOLAFIN.NS,mapped_yahoo_search,1.1833,CHOLAMANDALAM INV AND FIN,CHOLAMANDALAM IN & FIN CO,NSI,,CHOLAFIN.NS,downloaded,63.0,,mapped_and_priced
India,SBI CARDS AND PAYMENT,inclusion,SBICARD.NS,SBICARD.NS,mapped_yahoo_search,1.0921,SBI CARDS AND PAYMENT,SBI CARDS & PAY SER LTD,NSI,,SBICARD.NS,cached,63.0,,mapped_and_priced
Indonesia,PERUSAHAAN GAS NEGARA,deletion,PGAS.JK,PGAS.JK,mapped_yahoo_search,1.0944,PERUSAHAAN GAS NEGARA,Perusahaan Gas Negara (Persero),JKT,,PGAS.JK,cached,62.0,,mapped_and_priced
Indonesia,TOWER BERSAMA INFRA,inclusion,TBIG.JK,TBIG.JK,mapped_manual_alias,1.0,manual_alias,,,,TBIG.JK,cached,932.0,,mapped_and_priced
Korea,GS RETAIL,deletion,007070.KS,007070.KS,mapped_yahoo_search,1.25,GS RETAIL,GS Retail,KSC,,007070.KS,downloaded,66.0,,mapped_and_priced
Korea,HANWHA CORP,deletion,000880.KS,000880.KS,mapped_yahoo_search,1.0,HANWHA CORP,Hanwha,KSC,,000880.KS,downloaded,66.0,,mapped_and_priced
Korea,HYUNDAI MARINE & FIRE,deletion,001450.KS,001450.KS,mapped_yahoo_search,0.9929,HYUNDAI MARINE & FIRE,Hyundai M&F INS,KSC,,001450.KS,downloaded,66.0,,mapped_and_priced
Korea,KOREA GAS CORPORATION,deletion,004590.KQ,004590.KQ,mapped_yahoo_search,0.6328,KOREA,KoreaFurni,KOE,,004590.KQ,downloaded,66.0,,mapped_and_priced
Korea,LOTTE HOLDINGS,deletion,005300.KS,005300.KS,mapped_yahoo_search,0.9423,LOTTE,LotteChilsung,KSC,,005300.KS,downloaded,66.0,,mapped_and_priced
Korea,OTTOGI CORPORATION,deletion,,,no_search_result,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,SAMSUNG CARD CO,deletion,029780.KS,029780.KS,mapped_yahoo_search,1.1667,SAMSUNG CARD CO,SAMSUNG CARD,KSC,,029780.KS,downloaded,66.0,,mapped_and_priced
Korea,GREEN CROSS CORP,inclusion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,HMM,inclusion,011200.KS,011200.KS,mapped_yahoo_search,1.25,HMM,HMM,KSC,,011200.KS,downloaded,66.0,,mapped_and_priced
Korea,HYBE,inclusion,352820.KS,352820.KS,mapped_yahoo_search,1.25,HYBE,HYBE,KSC,,352820.KS,downloaded,66.0,,mapped_and_priced
Korea,SKC CO,inclusion,011790.KS,011790.KS,mapped_yahoo_search,0.85,SKC CO,SKC,KSC,,011790.KS,downloaded,1106.0,,mapped_and_priced
USA,AXALTA COATING SYSTEMS,deletion,AXTA,AXTA,existing_repo_mapping,1.0,existing_repo_mapping,,,,AXTA,downloaded,66.0,,mapped_and_priced
USA,CABOT OIL & GAS CORP,deletion,COG,COG,existing_repo_mapping,1.0,existing_repo_mapping,,,,COG,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,IONIS PHARMACEUTICALS,deletion,IONS,IONS,existing_repo_mapping,1.0,existing_repo_mapping,,,,IONS,downloaded,569.0,,mapped_and_priced
USA,OGE ENERGY CORP,deletion,OGE,OGE,existing_repo_mapping,1.0,existing_repo_mapping,,,,OGE,downloaded,66.0,,mapped_and_priced
USA,SAREPTA THERAPEUTICS,deletion,SRPT,SRPT,existing_repo_mapping,1.0,existing_repo_mapping,,,,SRPT,downloaded,509.0,,mapped_and_priced
USA,BENTLEY SYSTEMS B,inclusion,BSY,BSY,existing_repo_mapping,1.0,existing_repo_mapping,,,,BSY,downloaded,66.0,,mapped_and_priced
USA,BIO-TECHNE CORP,inclusion,TECH,TECH,existing_repo_mapping,1.0,existing_repo_mapping,,,,TECH,downloaded,1073.0,,mapped_and_priced
USA,BOSTON BEER A,inclusion,SAM,SAM,existing_repo_mapping,1.0,existing_repo_mapping,,,,SAM,downloaded,196.0,,mapped_and_priced
USA,CAESARS ENT INC,inclusion,CZR,CZR,existing_repo_mapping,1.0,existing_repo_mapping,,,,CZR,downloaded,886.0,,mapped_and_priced
USA,CHARLES RIVER LABS INTL,inclusion,CRL,CRL,existing_repo_mapping,1.0,existing_repo_mapping,,,,CRL,downloaded,1010.0,,mapped_and_priced
USA,CLARIVATE,inclusion,CLVT,CLVT,existing_repo_mapping,1.0,existing_repo_mapping,,,,CLVT,downloaded,699.0,,mapped_and_priced
USA,L BRANDS,inclusion,BBWI,BBWI,existing_repo_mapping,1.0,existing_repo_mapping,,,,BBWI,downloaded,1327.0,,mapped_and_priced
USA,LYFT A,inclusion,LYFT,LYFT,existing_repo_mapping,1.0,existing_repo_mapping,,,,LYFT,downloaded,448.0,,mapped_and_priced
USA,NOVAVAX,inclusion,NVAX,NVAX,existing_repo_mapping,1.0,existing_repo_mapping,,,,NVAX,downloaded,321.0,,mapped_and_priced
USA,OAK STREET HEALTH,inclusion,OSH,OSH,existing_repo_mapping,1.0,existing_repo_mapping,,,,OSH,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,PALANTIR TECHNOLOGIES A,inclusion,PLTR,PLTR,existing_repo_mapping,1.0,existing_repo_mapping,,,,PLTR,downloaded,66.0,,mapped_and_priced
USA,UNITY SOFTWARE,inclusion,U,U,existing_repo_mapping,1.0,existing_repo_mapping,,,,U,downloaded,886.0,,mapped_and_priced
Korea,KMW CO,deletion,032500.KQ,032500.KQ,mapped_yahoo_search,0.75,KMW,KMW,KOE,,032500.KQ,downloaded,503.0,,mapped_and_priced
Korea,ECOPROBM,inclusion,247540.KQ,247540.KQ,mapped_yahoo_search,1.15,ECOPROBM,ECOPROBM,KOE,,247540.KQ,downloaded,69.0,,mapped_and_priced
Korea,SK BIOSCIENCE CO,inclusion,302440.KS,302440.KS,mapped_yahoo_search,0.5444,SK BIOSCIENCE CO,SKBS,KSC,,302440.KS,downloaded,921.0,,mapped_and_priced
Korea,SK IE TECHNOLOGY,inclusion,361610.KS,361610.KS,mapped_yahoo_search,1.25,SK IE TECHNOLOGY,SK ie technology,KSC,,361610.KS,downloaded,802.0,,mapped_and_priced
USA,AMC ENTERTAINMENT HLDG A,inclusion,AMC,AMC,existing_repo_mapping,1.0,existing_repo_mapping,,,,AMC,downloaded,384.0,,mapped_and_priced
USA,DOORDASH A,inclusion,DASH,DASH,existing_repo_mapping,1.0,existing_repo_mapping,,,,DASH,downloaded,68.0,,mapped_and_priced
India,IPCA LABORATORIES,deletion,IPCALAB.NS,IPCALAB.NS,mapped_yahoo_search,1.1643,IPCA LABORATORIES,IPCA LABORATORIES LTD,NSI,,IPCALAB.NS,downloaded,315.0,,mapped_and_priced
India,REC,deletion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
India,GODREJ PROPERTIES,inclusion,GODREJPROP.NS,GODREJPROP.NS,mapped_yahoo_search,1.1643,GODREJ PROPERTIES,GODREJ PROPERTIES LTD,NSI,,GODREJPROP.NS,downloaded,67.0,,mapped_and_priced
India,INDIAN RAIL CATER & TOUR,inclusion,IRCTC.BO,IRCTC.BO,mapped_yahoo_search,0.9833,INDIAN RAIL CATER & TOUR,Indian Railway Catering and To,BSE,,IRCTC.BO,downloaded,67.0,,mapped_and_priced
India,MINDTREE,inclusion,,,no_search_result,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
India,MPHASIS,inclusion,MPHASIS.BO,MPHASIS.BO,mapped_yahoo_search,0.9735,MPHASIS,MPHASIS LTD.,BSE,,MPHASIS.BO,downloaded,67.0,,mapped_and_priced
India,SRF,inclusion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
India,TATA POWER CO,inclusion,TATAPOWER.NS,TATAPOWER.NS,mapped_yahoo_search,1.13,TATA POWER CO,TATA POWER CO LTD,NSI,,TATAPOWER.NS,cached,439.0,,mapped_and_priced
India,ZOMATO,inclusion,,,no_search_result,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,DAEWOO SHIPBUILDING,deletion,003090.KS,003090.KS,mapped_yahoo_search,0.8654,DAEWOO,Daewoong,KSC,,003090.KS,downloaded,803.0,,mapped_and_priced
Korea,FILA HOLDINGS,deletion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,SHINSEGAE CO (NEW),deletion,004170.KS,004170.KS,mapped_yahoo_search,1.0326,SHINSEGAE,Shinsegae,KSC,,004170.KS,downloaded,65.0,,mapped_and_priced
Korea,F&F (NEW),inclusion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,ILJIN MATERIALS,inclusion,103590.KS,103590.KS,mapped_yahoo_search,0.8426,ILJIN,ILJIN ELECTRIC,KSC,,103590.KS,downloaded,65.0,,mapped_and_priced
Korea,KAKAO GAMES,inclusion,293490.KQ,293490.KQ,mapped_yahoo_search,1.15,KAKAO GAMES,Kakao Games,KOE,,293490.KQ,downloaded,557.0,,mapped_and_priced
Korea,KRAFTON,inclusion,259960.KS,259960.KS,mapped_yahoo_search,1.25,KRAFTON,KRAFTON,KSC,,259960.KS,downloaded,65.0,,mapped_and_priced
Korea,L&F CO,inclusion,,,no_country_candidate,0.3,L&F CO,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,SD BIOSENSOR,inclusion,137310.KS,137310.KS,mapped_yahoo_search,1.25,SD BIOSENSOR,SD Biosensor,KSC,,137310.KS,downloaded,432.0,,mapped_and_priced
USA,ALTICE USA A,deletion,OPTU,OPTU,existing_repo_mapping,1.0,existing_repo_mapping,,,,OPTU,downloaded,760.0,,mapped_and_priced
USA,AUTOLIV,deletion,ALV,ALV,existing_repo_mapping,1.0,existing_repo_mapping,,,,ALV,downloaded,69.0,,mapped_and_priced
USA,BOSTON BEER A,deletion,SAM,SAM,existing_repo_mapping,1.0,existing_repo_mapping,,,,SAM,downloaded,196.0,,mapped_and_priced
USA,LAMB WESTON HOLDINGS,deletion,LW,LW,existing_repo_mapping,1.0,existing_repo_mapping,,,,LW,downloaded,1636.0,,mapped_and_priced
USA,OMEGA HEALTHCARE INVESTO,deletion,OHI,,unsupported_country,,,,,No country suffix rules configured.,OHI,,,,unsupported_country
USA,PINNACLE WEST CAPITAL,deletion,PNW,PNW,existing_repo_mapping,1.0,existing_repo_mapping,,,,PNW,downloaded,69.0,,mapped_and_priced
USA,RENAISSANCERE HOLDINGS,deletion,RNR,RNR,existing_repo_mapping,1.0,existing_repo_mapping,,,,RNR,downloaded,69.0,,mapped_and_priced
USA,VOYA FINANCIAL,deletion,VOYAPRB,VOYAPRB,existing_repo_mapping,1.0,existing_repo_mapping,,,,VOYAPRB,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,AFFIRM HOLDINGS A,inclusion,AFRM,AFRM,existing_repo_mapping,1.0,existing_repo_mapping,,,,AFRM,downloaded,1005.0,,mapped_and_priced
USA,ASANA A,inclusion,ASAN,ASAN,existing_repo_mapping,1.0,existing_repo_mapping,,,,ASAN,downloaded,194.0,,mapped_and_priced
USA,BILL.COM HOLDINGS,inclusion,BILL,BILL,existing_repo_mapping,1.0,existing_repo_mapping,,,,BILL,downloaded,696.0,,mapped_and_priced
USA,COINBASE GLOBAL A,inclusion,COIN,COIN,existing_repo_mapping,1.0,existing_repo_mapping,,,,COIN,downloaded,69.0,,mapped_and_priced
USA,DIAMONDBACK ENERGY,inclusion,FANG,FANG,existing_repo_mapping,1.0,existing_repo_mapping,,,,FANG,downloaded,321.0,,mapped_and_priced
USA,ENTEGRIS,inclusion,ENTG,ENTG,existing_repo_mapping,1.0,existing_repo_mapping,,,,ENTG,downloaded,69.0,,mapped_and_priced
USA,LUCID GROUP A,inclusion,LCID,LCID,existing_repo_mapping,1.0,existing_repo_mapping,,,,LCID,downloaded,69.0,,mapped_and_priced
USA,NUANCE COMMUNICATIONS,inclusion,NUAN,NUAN,existing_repo_mapping,1.0,existing_repo_mapping,,,,NUAN,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
