country,security_name,event_type,ticker_event,ticker_mapping,status,score,query_used,candidate_name,exchange,reason,ticker,price_fetch_status,rows,price_fetch_reason,diagnosis
USA,ROBINHOOD MARKETS A,inclusion,HOOD,HOOD,existing_repo_mapping,1.0,existing_repo_mapping,,,,HOOD,downloaded,508.0,,mapped_and_priced
USA,SIGNATURE BANK,inclusion,SBNYL,SBNY,existing_repo_mapping,1.0,existing_repo_mapping,,,,SBNYL,,,,mapped_price_status_unknown
USA,SOFI TECHNOLOGIES,inclusion,SOFI,SOFI,existing_repo_mapping,1.0,existing_repo_mapping,,,,SOFI,downloaded,1005.0,,mapped_and_priced
USA,UPSTART HOLDINGS,inclusion,UPST,UPST,existing_repo_mapping,1.0,existing_repo_mapping,,,,UPST,downloaded,257.0,,mapped_and_priced
USA,ZOOMINFO TECH A,inclusion,GTM,GTM,existing_repo_mapping,1.0,existing_repo_mapping,,,,GTM,downloaded,572.0,,mapped_and_priced
Indonesia,BANK JAGO,inclusion,ARTO.JK,ARTO.JK,mapped_yahoo_search,1.0921,BANK JAGO,Bank Jago Tbk.,JKT,,ARTO.JK,downloaded,314.0,,mapped_and_priced
Korea,DUZONBIZON CO,deletion,,,no_search_result,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,SHIN POONG PHARMA CO,deletion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,MERITZ FINANCIAL HOLDING,inclusion,138040.KS,138040.KS,mapped_yahoo_search,1.0608,MERITZ FINANCIAL,Meritz Financial,KSC,,138040.KS,downloaded,250.0,,mapped_and_priced
Korea,MERITZ FIRE & MARINE INS,inclusion,610047.KS,610047.KS,mapped_yahoo_search,0.7151,MERITZ,MERITZ INVERSE KTB 3Y ETN,KSC,,610047.KS,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,OAK STREET HEALTH,deletion,OSH,OSH,existing_repo_mapping,1.0,existing_repo_mapping,,,,OSH,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,KIMCO REALTY CORP,inclusion,KIM,KIM,existing_repo_mapping,1.0,existing_repo_mapping,,,,KIM,downloaded,67.0,,mapped_and_priced
India,HDFC ASSET MANAGEMENT,deletion,HDFCAMC.BO,HDFCAMC.BO,mapped_yahoo_search,0.9944,HDFC ASSET MANAGEMENT,HDFC Asset Management Company,BSE,,HDFCAMC.BO,downloaded,1000.0,,mapped_and_priced
India,ADANI POWER,inclusion,ADANIPOWER.NS,ADANIPOWER.NS,mapped_yahoo_search,1.1196,ADANI POWER,ADANI POWER LTD,NSI,,ADANIPOWER.NS,downloaded,66.0,,mapped_and_priced
India,AU SMALL FINANCE BANK,inclusion,AUBANK.NS,AUBANK.NS,mapped_yahoo_search,1.1731,AU SMALL FINANCE BANK,AU SMALL FINANCE BANK LTD,NSI,,AUBANK.NS,downloaded,66.0,,mapped_and_priced
India,JINDAL STEEL & POWER,inclusion,JINDALSTEL.NS,JINDALSTEL.NS,mapped_yahoo_search,0.8986,JINDAL STEEL,JINDAL STEEL LIMITED,NSI,,JINDALSTEL.NS,downloaded,66.0,,mapped_and_priced
India,TATA ELXSI,inclusion,TATAELXSI.BO,TATAELXSI.BO,mapped_yahoo_search,1.0071,TATA ELXSI,TATA ELXSI LTD.,BSE,,TATAELXSI.BO,cached,65.0,,mapped_and_priced
Indonesia,INDOCEMENT TUNGGAL,deletion,INTP.JK,INTP.JK,mapped_yahoo_search,1.0056,INDOCEMENT TUNGGAL,Indocement Tunggal Prakarsa Tbk,JKT,,INTP.JK,downloaded,60.0,,mapped_and_priced
Indonesia,ADARO MINERALS INDONESIA,inclusion,AADI.JK,AADI.JK,mapped_yahoo_search,0.9891,ADARO,Adaro Andalan Indonesia Tbk.,JKT,,AADI.JK,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
Indonesia,SUMBER ALFARIA TRIJAYA,inclusion,AMRT.JK,AMRT.JK,mapped_yahoo_search,1.1802,SUMBER ALFARIA TRIJAYA,Sumber Alfaria Trijaya Tbk,JKT,,AMRT.JK,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
Indonesia,VALE INDONESIA,inclusion,INCO.JK,INCO.JK,mapped_yahoo_search,1.1466,VALE INDONESIA,Vale Indonesia Tbk.,JKT,,INCO.JK,downloaded,432.0,,mapped_and_priced
Korea,HYUNDAI HEAVY INDUSTRIES,inclusion,329180.KS,329180.KS,mapped_yahoo_search,1.0565,HYUNDAI HEAVY INDUSTRIES,HD HYUNDAI HEAVY INDUSTRIES,KSC,,329180.KS,downloaded,66.0,,mapped_and_priced
USA,10X GENOMICS A,deletion,TXG,TXG,existing_repo_mapping,1.0,existing_repo_mapping,,,,TXG,downloaded,446.0,,mapped_and_priced
USA,AGNC INVESTMENT CORP,deletion,AGNC,AGNC,existing_repo_mapping,1.0,existing_repo_mapping,,,,AGNC,downloaded,68.0,,mapped_and_priced
USA,ASANA A,deletion,ASAN,ASAN,existing_repo_mapping,1.0,existing_repo_mapping,,,,ASAN,downloaded,194.0,,mapped_and_priced
USA,DRAFTKINGS A,deletion,DKNG,DKNG,existing_repo_mapping,1.0,existing_repo_mapping,,,,DKNG,downloaded,760.0,,mapped_and_priced
USA,IPG PHOTONICS,deletion,IPGP,IPGP,existing_repo_mapping,1.0,existing_repo_mapping,,,,IPGP,downloaded,1199.0,,mapped_and_priced
USA,LIBERTY BROADBAND A,deletion,LBRDA,LBRDA,existing_repo_mapping,1.0,existing_repo_mapping,,,,LBRDA,downloaded,68.0,,mapped_and_priced
USA,NOVAVAX,deletion,NVAX,NVAX,existing_repo_mapping,1.0,existing_repo_mapping,,,,NVAX,downloaded,321.0,,mapped_and_priced
USA,ROBINHOOD MARKETS A,deletion,HOOD,HOOD,existing_repo_mapping,1.0,existing_repo_mapping,,,,HOOD,downloaded,508.0,,mapped_and_priced
USA,ALCOA (NEW),inclusion,AA,AA,existing_repo_mapping,1.0,existing_repo_mapping,,,,AA,downloaded,382.0,,mapped_and_priced
USA,AMERICAN HOMES 4 RENT A,inclusion,AMH,AMH,existing_repo_mapping,1.0,existing_repo_mapping,,,,AMH,downloaded,68.0,,mapped_and_priced
USA,APA CORPORATION,inclusion,APA,APA,existing_repo_mapping,1.0,existing_repo_mapping,,,,APA,downloaded,1261.0,,mapped_and_priced
USA,APPLOVIN CORP A,inclusion,APP,APP,existing_repo_mapping,1.0,existing_repo_mapping,,,,APP,downloaded,195.0,,mapped_and_priced
USA,CLEVELAND CLIFFS,inclusion,CLF,CLF,existing_repo_mapping,1.0,existing_repo_mapping,,,,CLF,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,LPL FINANCIAL HOLDINGS,inclusion,LPLA,LPLA,existing_repo_mapping,1.0,existing_repo_mapping,,,,LPLA,downloaded,68.0,,mapped_and_priced
USA,MARATHON OIL CORP,inclusion,MRO,MRO,existing_repo_mapping,1.0,existing_repo_mapping,,,,MRO,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
Korea,SK TELECOM CO,deletion,017670.KS,017670.KS,mapped_yahoo_search,1.15,SK TELECOM CO,SKTelecom,KSC,,017670.KS,downloaded,378.0,,mapped_and_priced
USA,CARVANA A,deletion,CVNA,CVNA,existing_repo_mapping,1.0,existing_repo_mapping,,,,CVNA,downloaded,1072.0,,mapped_and_priced
USA,PELOTON INTERACTIVE A,deletion,PTON,PTON,existing_repo_mapping,1.0,existing_repo_mapping,,,,PTON,downloaded,571.0,,mapped_and_priced
USA,UPSTART HOLDINGS,deletion,UPST,UPST,existing_repo_mapping,1.0,existing_repo_mapping,,,,UPST,downloaded,257.0,,mapped_and_priced
USA,CARLISLE COS,inclusion,CSL,CSL,existing_repo_mapping,1.0,existing_repo_mapping,,,,CSL,downloaded,68.0,,mapped_and_priced
USA,GAMING & LEISURE PPTYS,inclusion,GLPI,GLPI,existing_repo_mapping,1.0,existing_repo_mapping,,,,GLPI,downloaded,68.0,,mapped_and_priced
India,ABB INDIA,inclusion,ABB.NS,ABB.NS,mapped_yahoo_search,0.9457,ABB INDIA,ABB INDIA LIMITED,NSI,,ABB.NS,downloaded,68.0,,mapped_and_priced
India,BAJAJ HLDGS & INVESTMENT,inclusion,BAJAJHFL.NS,BAJAJHFL.NS,mapped_yahoo_search,0.6944,BAJAJ,BAJAJ HOUSING FINANCE LTD,NSI,,BAJAJHFL.NS,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
India,INDIAN HOTELS CO,inclusion,INDHOTEL.BO,INDHOTEL.BO,mapped_yahoo_search,1.0532,INDIAN HOTELS CO,INDIAN HOTELS CO.LTD.,BSE,,INDHOTEL.BO,downloaded,68.0,,mapped_and_priced
India,TUBE INVESTMENT (NEW),inclusion,TIINDIA.NS,TIINDIA.NS,mapped_yahoo_search,0.8986,TUBE INVESTMENT,TUBE INVEST OF INDIA LTD,NSI,,TIINDIA.NS,cached,68.0,,mapped_and_priced
India,TVS MOTOR CO,inclusion,TVSMOTOR.NS,TVSMOTOR.NS,mapped_yahoo_search,0.9643,TVS MOTOR CO,TVS MOTOR COMPANY  LTD,NSI,,TVSMOTOR.NS,cached,68.0,,mapped_and_priced
India,VARUN BEVERAGES,inclusion,VBL.NS,VBL.NS,mapped_yahoo_search,1.05,VARUN BEVERAGES,VARUN BEVERAGES LIMITED,NSI,,VBL.NS,cached,68.0,,mapped_and_priced
Indonesia,ADARO MINERALS INDONESIA,deletion,AADI.JK,AADI.JK,mapped_yahoo_search,0.9891,ADARO,Adaro Andalan Indonesia Tbk.,JKT,,AADI.JK,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
Indonesia,GUDANG GARAM,deletion,GGRM.JK,GGRM.JK,mapped_yahoo_search,1.13,GUDANG GARAM,Gudang Garam Tbk,JKT,,GGRM.JK,downloaded,71.0,,mapped_and_priced
Korea,ALTEOGEN,deletion,196170.KQ,196170.KQ,mapped_yahoo_search,1.15,ALTEOGEN,Alteogen,KOE,,196170.KQ,downloaded,988.0,,mapped_and_priced
Korea,AMOREG,deletion,,,no_search_result,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,CJ ENM CO,deletion,035760.KQ,035760.KQ,mapped_yahoo_search,0.9833,CJ ENM CO,CJ ENM,KOE,,035760.KQ,downloaded,68.0,,mapped_and_priced
Korea,CJ LOGISTICS CORP,deletion,000120.KS,000120.KS,mapped_yahoo_search,1.0962,CJ LOGISTICS CORP,CJ LOGISTICS,KSC,,000120.KS,downloaded,68.0,,mapped_and_priced
Korea,GREEN CROSS CORP,deletion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,GS ENGINEERING & CONSTR,deletion,006360.KS,006360.KS,mapped_yahoo_search,0.5828,GS ENGINEERING & CONSTR,GS E&C,KSC,,006360.KS,downloaded,68.0,,mapped_and_priced
Korea,LG H&H PREF,deletion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,MERITZ FINANCIAL HOLDING,deletion,138040.KS,138040.KS,mapped_yahoo_search,1.0608,MERITZ FINANCIAL,Meritz Financial,KSC,,138040.KS,downloaded,250.0,,mapped_and_priced
Korea,SEEGENE,deletion,096530.KQ,096530.KQ,mapped_yahoo_search,1.15,SEEGENE,SEEGENE,KOE,,096530.KQ,downloaded,621.0,,mapped_and_priced
Korea,SK CHEMICALS (NEW),deletion,285130.KS,285130.KS,mapped_yahoo_search,0.85,SK CHEMICALS,SKCHEM,KSC,,285130.KS,downloaded,558.0,,mapped_and_priced
Korea,HYUNDAI MIPO DOCKYARD,inclusion,004310.KS,004310.KS,mapped_yahoo_search,0.8952,HYUNDAI,Hyundai pharm,KSC,,004310.KS,downloaded,374.0,,mapped_and_priced
USA,AMC ENTERTAINMENT HLDG A,deletion,AMC,AMC,existing_repo_mapping,1.0,existing_repo_mapping,,,,AMC,downloaded,384.0,,mapped_and_priced
USA,AMC ENTMT HLDG PREF UNIT,deletion,APE,APE,existing_repo_mapping,1.0,existing_repo_mapping,,,,APE,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,APPLOVIN CORP A,deletion,APP,APP,existing_repo_mapping,1.0,existing_repo_mapping,,,,APP,downloaded,195.0,,mapped_and_priced
USA,CABLE ONE,deletion,CABO,CABO,existing_repo_mapping,1.0,existing_repo_mapping,,,,CABO,downloaded,699.0,,mapped_and_priced
USA,COUPA SOFTWARE,deletion,COUP,COUP,existing_repo_mapping,1.0,existing_repo_mapping,,,,COUP,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,GUIDEWIRE SOFTWARE,deletion,GWRE,GWRE,existing_repo_mapping,1.0,existing_repo_mapping,,,,GWRE,downloaded,828.0,,mapped_and_priced
USA,LYFT A,deletion,LYFT,LYFT,existing_repo_mapping,1.0,existing_repo_mapping,,,,LYFT,downloaded,448.0,,mapped_and_priced
USA,RING CENTRAL A,deletion,REI,REI,existing_repo_mapping,1.0,existing_repo_mapping,,,,REI,downloaded,70.0,,mapped_and_priced
USA,TELADOC HEALTH,deletion,TDOC,TDOC,existing_repo_mapping,1.0,existing_repo_mapping,,,,TDOC,downloaded,70.0,,mapped_and_priced
USA,VORNADO REALTY TRUST,deletion,VON,VON,existing_repo_mapping,1.0,existing_repo_mapping,,,,VON,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,WAYFAIR A,deletion,W,W,existing_repo_mapping,1.0,existing_repo_mapping,,,,W,downloaded,1074.0,,mapped_and_priced
USA,ARES MANAGEMENT CORP,inclusion,ARESPRB,ARESPRB,existing_repo_mapping,1.0,existing_repo_mapping,,,,ARESPRB,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,ASPEN TECHNOLOGY,inclusion,AZPN,AZPN,existing_repo_mapping,1.0,existing_repo_mapping,,,,AZPN,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,CHESAPEAKE ENERGY CORP,inclusion,,,unsupported_country,,,,,No country suffix rules configured.,,,,,unsupported_country
USA,CONTINENTAL RESOURCES,inclusion,CLR,CLR,existing_repo_mapping,1.0,existing_repo_mapping,,,,CLR,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,DARLING INGREDIENTS,inclusion,DAR,DAR,existing_repo_mapping,1.0,existing_repo_mapping,,,,DAR,downloaded,445.0,,mapped_and_priced
USA,FERGUSON (US),inclusion,FERG,FERG,existing_repo_mapping,1.0,existing_repo_mapping,,,,FERG,downloaded,70.0,,mapped_and_priced
USA,FIRST HORIZON NATIONAL,inclusion,FHN,FHN,existing_repo_mapping,1.0,existing_repo_mapping,,,,FHN,downloaded,321.0,,mapped_and_priced
USA,FIRST SOLAR,inclusion,FSLR,FSLR,existing_repo_mapping,1.0,existing_repo_mapping,,,,FSLR,downloaded,70.0,,mapped_and_priced
USA,HF SINCLAIR,inclusion,DINO,DINO,existing_repo_mapping,1.0,existing_repo_mapping,,,,DINO,downloaded,632.0,,mapped_and_priced
USA,HUBBELL,inclusion,HUBB,HUBB,existing_repo_mapping,1.0,existing_repo_mapping,,,,HUBB,downloaded,70.0,,mapped_and_priced
USA,OVINTIV(US),inclusion,OVV,OVV,existing_repo_mapping,1.0,existing_repo_mapping,,,,OVV,downloaded,695.0,,mapped_and_priced
USA,PAYLOCITY HOLDING CORP,inclusion,PCTY,PCTY,existing_repo_mapping,1.0,existing_repo_mapping,,,,PCTY,downloaded,508.0,,mapped_and_priced
USA,REPLIGEN CORP,inclusion,RGEN,RGEN,existing_repo_mapping,1.0,existing_repo_mapping,,,,RGEN,downloaded,508.0,,mapped_and_priced
USA,TOAST A,inclusion,TOST,TOST,existing_repo_mapping,1.0,existing_repo_mapping,,,,TOST,downloaded,70.0,,mapped_and_priced
USA,WOLFSPEED,inclusion,WOLF,WOLF,existing_repo_mapping,1.0,existing_repo_mapping,,,,WOLF,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
India,BIOCON LTD,deletion,BIOCON.BO,BIOCON.BO,mapped_yahoo_search,1.15,BIOCON LTD,BIOCON LTD.,BSE,,BIOCON.BO,downloaded,750.0,,mapped_and_priced
India,BANK OF BARODA,inclusion,BANKBARODA.NS,BANKBARODA.NS,mapped_yahoo_search,1.25,BANK OF BARODA,BANK OF BARODA,NSI,,BANKBARODA.NS,downloaded,68.0,,mapped_and_priced
India,CG POWER & INDUSTRIAL,inclusion,CGPOWER.BO,CGPOWER.BO,mapped_yahoo_search,1.0196,CG POWER AND INDUSTRIAL,CG Power and Industrial Soluti,BSE,,CGPOWER.BO,downloaded,68.0,,mapped_and_priced
Indonesia,BANK JAGO,deletion,ARTO.JK,ARTO.JK,mapped_yahoo_search,1.0921,BANK JAGO,Bank Jago Tbk.,JKT,,ARTO.JK,downloaded,314.0,,mapped_and_priced
Korea,KAKAOPAY CORP,inclusion,377300.KS,377300.KS,mapped_yahoo_search,1.05,KAKAOPAY,kakaopay,KSC,,377300.KS,downloaded,373.0,,mapped_and_priced
India,ADANI TOTAL GAS,deletion,ATGL.NS,ATGL.NS,mapped_yahoo_search,1.0379,ADANI TOTAL GAS,ADANI TOTAL GAS LIMITED,NSI,,ATGL.NS,downloaded,562.0,,mapped_and_priced
India,ADANI TRANSMISSION,deletion,ADANIENSOL.NS,ADANIENSOL.NS,mapped_yahoo_search,0.7115,ADANI,ADANI ENERGY SOLUTION LTD,NSI,,ADANIENSOL.NS,downloaded,562.0,,mapped_and_priced
India,INDUS TOWERS,deletion,INDUSTOWER.NS,INDUSTOWER.NS,mapped_yahoo_search,1.0086,INDUS TOWERS,INDUS TOWERS LIMITED,NSI,,INDUSTOWER.NS,downloaded,310.0,,mapped_and_priced
India,HINDUSTAN AERONAUTICS,inclusion,HAL.NS,HAL.NS,mapped_yahoo_search,1.1802,HINDUSTAN AERONAUTICS,HINDUSTAN AERONAUTICS LTD,NSI,,HAL.NS,downloaded,66.0,,mapped_and_priced
India,MAX HEALTHCARE INSTITUTE,inclusion,MAXHEALTH.NS,MAXHEALTH.NS,mapped_yahoo_search,1.0793,MAX HEALTHCARE INSTITUTE,MAX HEALTHCARE INS LTD,NSI,,MAXHEALTH.NS,downloaded,66.0,,mapped_and_priced
India,SONA BLW PRECISION,inclusion,SONACOMS.NS,SONACOMS.NS,mapped_yahoo_search,1.1149,SONA BLW PRECISION,SONA BLW PRECISION FRGS L,NSI,,SONACOMS.NS,cached,618.0,,mapped_and_priced
Indonesia,GOTO GOJEK TOKOPEDIA,inclusion,GOTO.JK,GOTO.JK,mapped_yahoo_search,1.1731,GOTO GOJEK TOKOPEDIA,GoTo Gojek Tokopedia Tbk.,JKT,,GOTO.JK,downloaded,59.0,,mapped_and_priced
Korea,CHEIL WORLDWIDE,deletion,030000.KS,030000.KS,mapped_yahoo_search,1.25,CHEIL WORLDWIDE,CheilWorldwide,KSC,,030000.KS,downloaded,67.0,,mapped_and_priced
Korea,LOTTE SHOPPING CO,deletion,023530.KS,023530.KS,mapped_yahoo_search,1.1786,LOTTE SHOPPING CO,LOTTE SHOPPING,KSC,,023530.KS,downloaded,67.0,,mapped_and_priced
Korea,S1 CORPORATION,deletion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
Korea,SD BIOSENSOR,deletion,137310.KS,137310.KS,mapped_yahoo_search,1.25,SD BIOSENSOR,SD Biosensor,KSC,,137310.KS,downloaded,432.0,,mapped_and_priced
Korea,COSMO ADVANCED MATRLS,inclusion,005070.KS,005070.KS,mapped_yahoo_search,0.9167,COSMO ADVANCED,CosmoAM&T,KSC,,005070.KS,downloaded,432.0,,mapped_and_priced
Korea,HANWHA AEROSPACE,inclusion,012450.KS,012450.KS,mapped_yahoo_search,1.25,HANWHA AEROSPACE,HANWHA AEROSPACE,KSC,,012450.KS,downloaded,67.0,,mapped_and_priced
Korea,KT CORP,inclusion,058850.KS,058850.KS,mapped_yahoo_search,0.7,KT CORP,KTcs,KSC,,058850.KS,downloaded,1418.0,,mapped_and_priced
Korea,POSCO INTERNATIONAL,inclusion,047050.KS,047050.KS,mapped_yahoo_search,1.25,POSCO INTERNATIONAL,POSCO INTERNATIONAL,KSC,,047050.KS,downloaded,680.0,,mapped_and_priced
USA,DISH NETWORK A,deletion,DISH,DISH,existing_repo_mapping,1.0,existing_repo_mapping,,,,DISH,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,ELANCO ANIMAL HEALTH,deletion,ELAN,ELAN,existing_repo_mapping,1.0,existing_repo_mapping,,,,ELAN,downloaded,68.0,,mapped_and_priced
USA,FIRST REPUBLIC BANK,deletion,FRCKL,FRCKL,existing_repo_mapping,1.0,existing_repo_mapping,,,,FRCKL,downloaded,68.0,,mapped_and_priced
USA,LIBERTY SIRIUSXM A,deletion,,,unsupported_country,,,,,No country suffix rules configured.,,,,,unsupported_country
USA,MEDICAL PROPERTIES TRUST,deletion,MPT,MPT,existing_repo_mapping,1.0,existing_repo_mapping,,,,MPT,downloaded,951.0,,mapped_and_priced
USA,NEWELL BRANDS,deletion,NWL,NWL,existing_repo_mapping,1.0,existing_repo_mapping,,,,NWL,downloaded,68.0,,mapped_and_priced
USA,PLUG POWER,deletion,PLUG,PLUG,existing_repo_mapping,1.0,existing_repo_mapping,,,,PLUG,downloaded,632.0,,mapped_and_priced
USA,ALBERTSONS COMPANIES A,inclusion,ACI,ACI,existing_repo_mapping,1.0,existing_repo_mapping,,,,ACI,downloaded,68.0,,mapped_and_priced
USA,BUILDERS FIRSTSOURCE,inclusion,BLDR,BLDR,existing_repo_mapping,1.0,existing_repo_mapping,,,,BLDR,downloaded,68.0,,mapped_and_priced
USA,DECKERS OUTDOOR CORP,inclusion,DECK,DECK,existing_repo_mapping,1.0,existing_repo_mapping,,,,DECK,downloaded,68.0,,mapped_and_priced
USA,DICKS SPORTING GOODS,inclusion,DKS,DKS,existing_repo_mapping,1.0,existing_repo_mapping,,,,DKS,downloaded,1449.0,,mapped_and_priced
USA,HYATT HOTELS A,inclusion,H,H,existing_repo_mapping,1.0,existing_repo_mapping,,,,H,downloaded,68.0,,mapped_and_priced
USA,LATTICE SEMICONDUCTOR,inclusion,LSCC,LSCC,existing_repo_mapping,1.0,existing_repo_mapping,,,,LSCC,downloaded,383.0,,mapped_and_priced
USA,UIPATH A,inclusion,PATH,PATH,existing_repo_mapping,1.0,existing_repo_mapping,,,,PATH,downloaded,383.0,,mapped_and_priced
USA,WATSCO,inclusion,WSO,WSO,existing_repo_mapping,1.0,existing_repo_mapping,,,,WSO,downloaded,68.0,,mapped_and_priced
India,ASHOK LEYLAND,inclusion,ASHOKLEY.NS,ASHOKLEY.NS,mapped_yahoo_search,1.1389,ASHOK LEYLAND,ASHOK LEYLAND LTD,NSI,,ASHOKLEY.NS,downloaded,874.0,,mapped_and_priced
India,ASTRAL,inclusion,ASTRAL.BO,ASTRAL.BO,mapped_yahoo_search,0.7816,ASTRAL,ASTRAL LIMITED,BSE,,ASTRAL.BO,downloaded,69.0,,mapped_and_priced
India,CUMMINS INDIA KIRLOSKAR,inclusion,CUMMINSIND.NS,CUMMINSIND.NS,mapped_yahoo_search,0.9722,CUMMINS INDIA,CUMMINS INDIA LTD,NSI,,CUMMINSIND.NS,downloaded,69.0,,mapped_and_priced
India,IDFC FIRST BANK,inclusion,IDFCFIRSTB.NS,IDFCFIRSTB.NS,mapped_yahoo_search,1.0379,IDFC FIRST BANK,IDFC FIRST BANK LIMITED,NSI,,IDFCFIRSTB.NS,downloaded,1363.0,,mapped_and_priced
India,POWER FINANCE CORP,inclusion,PFC.NS,PFC.NS,mapped_manual_alias,1.0,manual_alias,,,,PFC.NS,cached,1363.0,,mapped_and_priced
India,REC,inclusion,,,no_country_candidate,,,,,No Yahoo quote matched the expected country suffix/exchange with sufficient name similarity.,,,,,name_search_unmapped
India,SUPREME INDUSTRIES,inclusion,SUPREMEIND.NS,SUPREMEIND.NS,mapped_yahoo_search,1.1689,SUPREME INDUSTRIES,SUPREME INDUSTRIES LTD,NSI,,SUPREMEIND.NS,cached,69.0,,mapped_and_priced
Korea,CJ CORP,deletion,001045.KS,001045.KS,mapped_yahoo_search,0.7,CJ CORP,CJ(1P),KSC,,001045.KS,downloaded,71.0,,mapped_and_priced
Korea,EMART CO,deletion,139480.KS,139480.KS,mapped_yahoo_search,1.0833,EMART,emart,KSC,,139480.KS,downloaded,71.0,,mapped_and_priced
Korea,ECOPRO CO,inclusion,086520.KQ,086520.KQ,mapped_yahoo_search,1.0071,ECOPRO CO,ECOPRO,KOE,,086520.KQ,downloaded,71.0,,mapped_and_priced
Korea,HANMI SEMICONDUCTOR CO,inclusion,042700.KS,042700.KS,mapped_yahoo_search,0.8707,HANMI SEMICONDUCTOR CO,HANMISemi,KSC,,042700.KS,downloaded,71.0,,mapped_and_priced
Korea,HANWHA OCEAN,inclusion,042660.KS,042660.KS,mapped_yahoo_search,1.25,HANWHA OCEAN,Hanwha Ocean,KSC,,042660.KS,downloaded,71.0,,mapped_and_priced
Korea,JYP ENTERTAINMENT,inclusion,035900.KQ,035900.KQ,mapped_yahoo_search,0.6955,JYP ENTERTAINMENT,JYP Ent.,KOE,,035900.KQ,downloaded,190.0,,mapped_and_priced
USA,ADVANCE AUTO PARTS,deletion,AAP,AAP,existing_repo_mapping,1.0,existing_repo_mapping,,,,AAP,downloaded,69.0,,mapped_and_priced
USA,ALCOA (NEW),deletion,AA,AA,existing_repo_mapping,1.0,existing_repo_mapping,,,,AA,downloaded,382.0,,mapped_and_priced
USA,LIBERTY GLOBAL A,deletion,LBTYA,LBTYA,existing_repo_mapping,1.0,existing_repo_mapping,,,,LBTYA,downloaded,69.0,,mapped_and_priced
USA,MASIMO,deletion,MASI,MASI,existing_repo_mapping,1.0,existing_repo_mapping,,,,MASI,downloaded,69.0,,mapped_and_priced
USA,NOVOCURE,deletion,NVCR,NVCR,existing_repo_mapping,1.0,existing_repo_mapping,,,,NVCR,downloaded,760.0,,mapped_and_priced
USA,UGI CORP,deletion,UGI,UGI,existing_repo_mapping,1.0,existing_repo_mapping,,,,UGI,downloaded,69.0,,mapped_and_priced
USA,CONFLUENT A,inclusion,CFLT,CFLT,existing_repo_mapping,1.0,existing_repo_mapping,,,,CFLT,no_price_data,0.0,Yahoo returned no historical rows.,mapped_but_yahoo_has_no_event_window_history
USA,JABIL CIRCUIT,inclusion,JBL,JBL,existing_repo_mapping,1.0,existing_repo_mapping,,,,JBL,downloaded,69.0,,mapped_and_priced
USA,MANHATTAN ASSOCIATES,inclusion,MANH,MANH,existing_repo_mapping,1.0,existing_repo_mapping,,,,MANH,downloaded,507.0,,mapped_and_priced
USA,SUPER MICRO COMPUTER,inclusion,SMCI,SMCI,existing_repo_mapping,1.0,existing_repo_mapping,,,,SMCI,downloaded,69.0,,mapped_and_priced
India,APL APOLLO TUBES,inclusion,APLAPOLLO.NS,APLAPOLLO.NS,mapped_yahoo_search,1.1532,APL APOLLO TUBES,APL APOLLO TUBES LTD,NSI,,APLAPOLLO.NS,downloaded,63.0,,mapped_and_priced
