return_basis,country,event_type,strategy,n_trades,calendar_days,active_days,average_active_positions,cumulative_gross_return,cumulative_net_return,average_daily_net_return,volatility_daily_net,sharpe_daily_net,hit_rate_daily_net,max_drawdown_net,turnover
raw,USA,deletion,effective_d+0_to_d+3,176,2153,93,0.3098002786809103,-0.2312161661392526,-0.2685845780821823,-0.0001318179937174,0.0051685271510448,-0.404863071634645,0.013934045517882,-0.3392558957561866,352.0
raw,India,deletion,effective_d-10_to_d-1,32,2159,161,0.1394163964798518,-0.2874324432393051,-0.3113473659219447,-0.0001554498349776,0.0058451990254425,-0.4221737561782539,0.0310328855951829,-0.4629935477707093,64.0
raw,Indonesia,inclusion,effective_d+0_to_d+3,19,2022,50,0.0341246290801186,-0.3584649654628469,-0.3763121778594007,-0.0002029657230609,0.0075854902205894,-0.424755800039428,0.0069238377843719,-0.4948149713666643,38.0
raw,India,deletion,effective_d-5_to_d-1,32,2154,82,0.0714948932219127,-0.1744927309993343,-0.2021980935643309,-9.884010320181327e-05,0.0034477144189205,-0.4550951166897901,0.0134633240482822,-0.2960539676906714,64.0
raw,Korea,inclusion,effective_d+0_to_d+3,53,2153,95,0.0952159777055271,-0.4448476423299669,-0.4720229839115278,-0.0002589766541703,0.008702223479291,-0.4724225875859646,0.0120761727821644,-0.4755322982676154,106.0
raw,USA,deletion,developed_low_vol_deletion_announce_d-1_to_d+1,106,2151,75,0.1478382147838214,-0.2921178567654707,-0.3267792973481919,-0.0001675344339724,0.005557917317166,-0.478511380831835,0.0102278010227801,-0.3917236953385931,212.0
raw,Indonesia,deletion,effective_d+1_to_d+5,30,2023,87,0.0701927829955511,-0.3343600999524796,-0.3579312895956562,-0.000198339208119,0.0063174113995025,-0.4983904198082098,0.0158180919426594,-0.3928587110838714,60.0
raw,India,inclusion,effective_d-3_to_d+0,112,2219,95,0.1901757548445245,-0.1910540975793682,-0.2304374313356451,-0.0001121995469987,0.0034009504089106,-0.523710250749568,0.0121676430824695,-0.2464826389937177,224.0
raw,USA,inclusion,effective_d+0_to_d+3,170,2219,105,0.2888688598467778,-0.3139842482483594,-0.3515674833223321,-0.0001805254415979,0.0053634815031444,-0.5343082736557109,0.0171248310049571,-0.4171348559799095,340.0
raw,USA,inclusion,effective_d+1_to_d+5,170,2220,129,0.3603603603603603,-0.352503096687712,-0.3877598104174111,-0.0002047717660574,0.0056405693106023,-0.57629838977126,0.0216216216216216,-0.4083463411877612,340.0
raw,India,deletion,effective_d+1_to_d+5,32,2154,83,0.0728876508820798,-0.2847533923772372,-0.3088055000949723,-0.0001614245802346,0.0044269927079195,-0.5788434582645096,0.0129990714948932,-0.3090910543000917,64.0
raw,Korea,deletion,effective_d+0_to_d+3,78,2087,89,0.142788691902252,-0.2017058856075095,-0.237659157529675,-0.0001244337452452,0.0033268346539313,-0.5937549271962713,0.0124580737901293,-0.267794786388715,156.0
raw,India,deletion,effective_d-1_to_d+1,32,2151,49,0.0427708042770804,-0.2266055206645786,-0.252726866767663,-0.0001294561198357,0.0034309075783009,-0.598982090244192,0.00511390051139,-0.2608014308997787,64.0
raw,USA,deletion,announce_d-1_to_d+1,176,2151,75,0.2454672245467224,-0.3850637592528455,-0.4151732365524606,-0.0002309178418229,0.0059096560904292,-0.6202911033087853,0.00883310088331,-0.479599639864891,352.0
raw,India,inclusion,effective_d-5_to_d-1,112,2220,119,0.2432432432432432,-0.2584987664855329,-0.2947572930317403,-0.0001509726071096,0.0035310669247733,-0.678722859189332,0.0171171171171171,-0.3062754731933913,224.0
raw,India,deletion,effective_d+0_to_d+3,32,2153,66,0.0575940548072457,-0.3329765558177082,-0.3553516380273126,-0.0001939471783883,0.0044048616962604,-0.6989586101199439,0.0083604273107292,-0.3665028148385314,64.0
raw,India,inclusion,confirmed_flow_momentum_top20_effective_d-5_to_d-1,38,2220,119,0.0815315315315315,-0.3659547737236208,-0.3969683678607749,-0.0002177562976098,0.0044607476774202,-0.7749315382399926,0.0166666666666666,-0.4138254174633344,76.0
raw,Indonesia,deletion,effective_d+0_to_d+3,30,2022,69,0.0553907022749752,-0.5251673920970592,-0.5420054853213806,-0.000359492039182,0.0070970149626605,-0.8041069708777472,0.009891196834817,-0.5582863560851061,60.0
