strategy,anchor,entry_offset,exit_offset,event_id,country,event_type,change_type,security_name,ticker,side,announce_date,effective_date,entry_target_date,exit_target_date,entry_date,exit_date,entry_px,exit_px,security_return,gross_return,net_return,transaction_cost_bps,holding_days,turnover,benchmark_ticker,beta_lookback_days,estimated_beta,benchmark_return,beta_hedged_gross_return,beta_hedged_net_return,beta_hedge_turnover,beta_hedge_round_trip_cost,beta_hedge_available
buy_hold_announce_to_effective,announce_to_effective,,,1,India,inclusion,ADD,GRASIM INDUSTRIES,GRASIM.NS,1.0,2017-02-09,2017-02-28,2017-02-09,2017-02-28,2017-02-09,2017-02-28,714.5667114257812,725.9671020507812,0.015954270528853343,0.015954270528853343,0.013954270528853343,10.0,19,2.0,^NSEI,60,1.3398536781526686,0.011528207218490127,0.0005081596846531998,-0.004171547671652138,4.679707356305338,0.004679707356305338,True
buy_hold_announce_to_effective,announce_to_effective,,,2,USA,inclusion,PROMOTION,ADVANCED MICRO DEVICES,AMD,1.0,2017-02-09,2017-02-28,2017-02-09,2017-02-28,2017-02-09,2017-02-28,13.420000076293944,14.460000038146973,0.07749627093446598,0.07749627093446598,0.07549627093446598,10.0,19,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,12,India,deletion,DEMOTION,DIVI'S LABORATORIES,DIVISLAB.NS,-1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,583.3971557617188,544.05224609375,-0.06744103785798827,0.06744103785798827,0.06544103785798827,10.0,16,2.0,^NSEI,60,0.5665848498201518,0.018617485982864057,0.07798942335761809,0.07485625365797778,3.1331696996403036,0.0031331696996403035,True
buy_hold_announce_to_effective,announce_to_effective,,,18,India,inclusion,ADD,INDIAN OIL CORP,IOC.NS,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,82.13872528076172,79.78843688964844,-0.028613645793499565,-0.028613645793499565,-0.030613645793499566,10.0,16,2.0,^NSEI,60,-0.5238774841600431,0.018617485982864057,-0.018860364075411876,-0.021908119043731963,3.047754968320086,0.003047754968320086,True
buy_hold_announce_to_effective,announce_to_effective,,,27,India,inclusion,ADD,RURAL ELECTRIFICATION CO,RECLTD.NS,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,83.54501342773438,73.72179412841797,-0.11757995954855394,-0.11757995954855394,-0.11957995954855394,10.0,16,2.0,^NSEI,60,1.452580349544384,0.018617485982864057,-0.14462335384518027,-0.14952851454426905,4.905160699088768,0.004905160699088767,True
buy_hold_announce_to_effective,announce_to_effective,,,59,Korea,inclusion,ADD,DOOSAN BOBCAT,241560.KS,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,30034.68359375,28948.15625,-0.03617575461910638,-0.03617575461910638,-0.03817575461910638,10.0,16,2.0,^KS11,60,0.46016042317365485,0.024765888672339198,-0.04757203643084161,-0.05049235727718892,2.92032084634731,0.0029203208463473096,True
buy_hold_announce_to_effective,announce_to_effective,,,77,Korea,inclusion,PROMOTION,MEDY-TOX,086900.KQ,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,411306.09375,407713.25,-0.008735206710027033,-0.008735206710027033,-0.010735206710027033,10.0,16,2.0,^KS11,60,0.7901446812235631,0.024765888672339198,-0.02830384192025074,-0.03188413128269787,3.580289362447126,0.003580289362447126,True
buy_hold_announce_to_effective,announce_to_effective,,,83,Korea,inclusion,ADD,PANOCEAN,028670.KS,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,4444.47412109375,4719.03759765625,0.06177636973053913,0.06177636973053913,0.059776369730539125,10.0,16,2.0,^KS11,60,-0.0978577510817952,0.024765888672339198,0.06419990389955635,0.06200418839739276,2.1957155021635906,0.0021957155021635907,True
buy_hold_announce_to_effective,announce_to_effective,,,110,USA,deletion,DEL,CALPINE CORP,CPN,-1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,12.630000114440918,12.850000381469728,0.017418865006760154,-0.017418865006760154,-0.019418865006760155,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,130,USA,deletion,DEL,EDGEWELL PERSONAL CARE,EPC,-1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,66.15747833251953,66.70467376708984,0.008271104769441262,-0.008271104769441262,-0.010271104769441262,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,163,USA,deletion,DEL,LIBERTY LILAC C,LILAK,-1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,19.868173599243164,19.736347198486328,-0.006635053800911894,0.006635053800911894,0.004635053800911894,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,96,USA,inclusion,ADD,ALLEGION,ALLE,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,69.641845703125,70.89511108398438,0.01799586682699217,0.01799586682699217,0.015995866826992167,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,101,USA,inclusion,ADD,ARISTA NETWORKS,ANET,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,9.213749885559082,9.21125030517578,-0.00027128806559206797,-0.00027128806559206797,-0.002271288065592068,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,113,USA,inclusion,ADD,CBOE HOLDINGS,CBOE,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,76.06488037109375,77.51451873779297,0.019057919497499354,0.019057919497499354,0.017057919497499352,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,129,USA,inclusion,ADD,EAST WEST BANCORP,EWBC,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,45.62874984741211,45.011924743652344,-0.013518343277484024,-0.013518343277484024,-0.015518343277484024,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,146,USA,inclusion,ADD,HENRY (JACK) & ASSOCIATE,JKHY,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,87.25093078613281,96.05821990966795,0.10094206496344826,0.10094206496344826,0.09894206496344826,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,160,USA,inclusion,ADD,LEIDOS HOLDINGS,LDOS,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,46.231353759765625,48.64800262451172,0.05227294180706554,0.05227294180706554,0.05027294180706554,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,162,USA,inclusion,ADD,LENNOX INTERNATIONAL,LII,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,151.2665252685547,159.57412719726562,0.054920293263574615,0.054920293263574615,0.052920293263574614,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,194,USA,inclusion,ADD,ROLLINS,ROL,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,16.364198684692383,17.249296188354492,0.05408743322641629,0.05408743322641629,0.05208743322641629,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,204,USA,inclusion,ADD,SS&C TECHNOLOGIES HLDGS,SSNC,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,34.01104736328125,34.35215377807617,0.01002928287245819,0.01002928287245819,0.00802928287245819,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,205,USA,inclusion,ADD,STEEL DYNAMICS,STLD,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,28.886838912963867,28.41863441467285,-0.016208228934350255,-0.016208228934350255,-0.018208228934350257,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,210,USA,inclusion,ADD,TESARO,TSRO,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,145.5500030517578,149.30999755859375,0.025833008780486777,0.025833008780486777,0.023833008780486775,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,214,USA,inclusion,ADD,VAIL RESORTS,MTN,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,153.4707489013672,164.3094940185547,0.07062417558249723,0.07062417558249723,0.06862417558249723,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,215,USA,inclusion,ADD,VEEVA SYSTEMS A,VEEV,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,57.119998931884766,63.540000915527344,0.11239499481255932,0.11239499481255932,0.11039499481255932,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,216,USA,inclusion,ADD,ZIONS BANCORP,ZIONP,1.0,2017-05-15,2017-05-31,2017-05-15,2017-05-31,2017-05-15,2017-05-31,16.1329288482666,16.127639770507812,-0.000327843617766721,-0.000327843617766721,-0.002327843617766721,10.0,16,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,218,Korea,deletion,DEL,LG UPLUS,032640.KS,-1.0,2017-08-10,2017-08-31,2017-08-10,2017-08-31,2017-08-10,2017-08-31,10725.369140625,9457.5126953125,-0.1182109845068342,0.1182109845068342,0.1162109845068342,10.0,21,2.0,^KS11,60,0.5297260880330875,0.0015766128619201236,0.1190461574705218,0.11598670529445562,3.0594521760661753,0.0030594521760661754,True
buy_hold_announce_to_effective,announce_to_effective,,,221,India,deletion,DEMOTION,APOLLO HOSPITALS,APOLLOHOSP.NS,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,972.0752563476562,1079.021728515625,0.11001871662673013,-0.11001871662673013,-0.11201871662673013,10.0,17,2.0,^NSEI,60,0.5985624203906906,0.00015644177667817338,-0.10992507645823142,-0.1131222012990128,3.197124840781381,0.003197124840781381,True
buy_hold_announce_to_effective,announce_to_effective,,,223,India,inclusion,ADD,BRITANNIA INDUSTRIES,BRITANNIA.NS,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2159.96044921875,2130.45166015625,-0.013661726571508881,-0.013661726571508881,-0.015661726571508883,10.0,17,2.0,^NSEI,60,0.7751065411276326,0.00015644177667817338,-0.01378298561591776,-0.017333198698173027,3.550213082255265,0.003550213082255265,True
buy_hold_announce_to_effective,announce_to_effective,,,244,India,inclusion,ADD,PETRONET LNG,PETRONET.NS,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,184.1696929931641,174.62632751464844,-0.051818327562015765,-0.051818327562015765,-0.053818327562015766,10.0,17,2.0,^NSEI,60,0.4648838410357168,0.00015644177667817338,-0.05189105481605637,-0.0548208224981278,2.9297676820714336,0.002929767682071434,True
buy_hold_announce_to_effective,announce_to_effective,,,246,India,inclusion,PROMOTION,VAKRANGEE,VAKRANGEE.NS,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,278.0635986328125,320.7994384765625,0.15369088242356876,0.15369088242356876,0.15169088242356876,10.0,17,2.0,^NSEI,60,-0.040351750461056234,0.00015644177667817338,0.15369719512310295,0.15161649162218083,2.0807035009221124,0.0020807035009221125,True
buy_hold_announce_to_effective,announce_to_effective,,,253,Indonesia,deletion,DEMOTION,LIPPO KARAWACI TBK,LPKR.JK,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,499.86614990234375,452.6346740722656,-0.09448824618211393,0.09448824618211393,0.09248824618211393,10.0,17,2.0,^JKSE,60,0.2061420012819498,-0.011511812170378333,0.09211517818293023,0.08970289418036634,2.4122840025638994,0.0024122840025638994,True
buy_hold_announce_to_effective,announce_to_effective,,,255,Indonesia,deletion,DEMOTION,MEDIA NUSANTARA CITRA,MNCN.JK,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,1574.1348876953125,1240.2275390625,-0.21212117922224916,0.21212117922224916,0.21012117922224915,10.0,17,2.0,^JKSE,60,0.09637091749320012,-0.011511812170378333,0.2110117753213804,0.208819033486394,2.1927418349864003,0.0021927418349864,True
buy_hold_announce_to_effective,announce_to_effective,,,258,Indonesia,deletion,DEMOTION,SUMMARECON AGUNG,SMRA.JK,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,872.3645629882812,761.658447265625,-0.12690349931619516,0.12690349931619516,0.12490349931619515,10.0,17,2.0,^JKSE,60,1.628254027107643,-0.011511812170378333,0.10815934479046986,0.10290283673625457,5.256508054215287,0.005256508054215287,True
buy_hold_announce_to_effective,announce_to_effective,,,248,Indonesia,inclusion,PROMOTION,BANK TABUNGAN NEGARA,BBTN.JK,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2147.71484375,2361.748291015625,0.09965636168529413,0.09965636168529413,0.09765636168529412,10.0,17,2.0,^JKSE,60,1.0530017851454758,-0.011511812170378333,0.11177832045096192,0.10767231688067097,4.106003570290952,0.004106003570290952,True
buy_hold_announce_to_effective,announce_to_effective,,,308,Korea,inclusion,PROMOTION,SILLAJEN,215600.KQ,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,80600.0,110500.0,0.37096774193548376,0.37096774193548376,0.36896774193548376,10.0,17,2.0,^KS11,60,-0.11180091794532267,-0.021333008629418226,0.36858269198817933,0.3663590901522887,2.2236018358906455,0.0022236018358906457,True
buy_hold_announce_to_effective,announce_to_effective,,,332,USA,deletion,DEL,BED BATH & BEYOND,BBBY,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,56.29999923706055,47.099998474121094,-0.16341031771956716,0.16341031771956716,0.16141031771956715,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,339,USA,deletion,DEL,CORE LABORATORIES,CLB,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,97.08399200439452,93.77959442138672,-0.03403648237763257,0.03403648237763257,0.03203648237763257,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,340,USA,deletion,DEL,DEXCOM,DXCM,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,12.887499809265137,14.607500076293944,0.13346268030919828,-0.13346268030919828,-0.13546268030919828,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,341,USA,deletion,DEL,DICKS SPORTING GOODS,DKS,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,20.543317794799805,22.994144439697266,0.11930042991973999,-0.11930042991973999,-0.12130042991974,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,348,USA,deletion,DEL,MEDNAX,MD,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,45.41999816894531,49.790000915527344,0.0962131863221849,-0.0962131863221849,-0.0982131863221849,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,349,USA,deletion,DEL,MURPHY OIL CORP,MUR,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,21.875242233276367,21.119619369506836,-0.034542376980863154,0.034542376980863154,0.03254237698086315,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,350,USA,deletion,DEL,NAVIENT CORP,NAVI,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,8.223668098449707,8.692882537841797,0.05705658761697152,-0.05705658761697152,-0.05905658761697152,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,355,USA,deletion,DEL,SIGNET JEWELERS (US),SIG,-1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,58.531864166259766,44.044193267822266,-0.24751767442918393,0.24751767442918393,0.24551767442918393,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,321,USA,inclusion,PROMOTION,ALNYLAM PHARMACEUTICALS,ALNY,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,129.11000061035156,134.5399932861328,0.042057103633426074,0.042057103633426074,0.04005710363342607,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,337,USA,inclusion,ADD,CHEMOURS CO,CC,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,38.04069137573242,37.68889236450195,-0.009247965757396726,-0.009247965757396726,-0.011247965757396726,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,338,USA,inclusion,ADD,COGNEX CORP,CGNX,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,64.1055679321289,64.64672088623047,0.008441590513237562,0.008441590513237562,0.006441590513237562,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,343,USA,inclusion,ADD,IAC/INTERACTIVECORP A,IAC,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,22.102054595947266,22.745439529418945,0.02910973415067275,0.02910973415067275,0.02710973415067275,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,344,USA,inclusion,ADD,IPG PHOTONICS,IPGP,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,224.69000244140625,228.97999572753903,0.019092942451907735,0.019092942451907735,0.017092942451907733,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,346,USA,inclusion,ADD,LIVE NATION ENTMT,LYV,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,44.93000030517578,45.380001068115234,0.010015596703381702,0.010015596703381702,0.008015596703381702,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,353,USA,inclusion,ADD,OWENS CORNING,OC,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,71.95677947998047,77.34040069580078,0.07481742866658059,0.07481742866658059,0.07281742866658059,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,356,USA,inclusion,ADD,SPIRIT AEROSYSTEMS A,SPR,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,78.98463439941406,82.92156219482422,0.049844223820821654,0.049844223820821654,0.04784422382082165,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,359,USA,inclusion,ADD,TRANSUNION,TRU,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,52.103790283203125,53.56051254272461,0.027958086189194153,0.027958086189194153,0.02595808618919415,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,360,USA,inclusion,ADD,VISTRA ENERGY,VST,1.0,2017-11-13,2017-11-30,2017-11-13,2017-11-30,2017-11-13,2017-11-30,16.209457397460938,16.166690826416016,-0.0026383715380640105,-0.0026383715380640105,-0.0046383715380640105,10.0,17,2.0,SPY,60,,,,,,,False
buy_hold_announce_to_effective,announce_to_effective,,,363,India,deletion,DEL,ACC,ACC.NS,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,1332.6480712890625,1257.3074951171875,-0.056534487832934355,0.056534487832934355,0.05453448783293435,10.0,17,2.0,^NSEI,60,0.8736035338022822,-0.00651909215632307,0.05083938588798778,0.04709217882038322,3.747207067604564,0.003747207067604564,True
buy_hold_announce_to_effective,announce_to_effective,,,376,India,deletion,DEMOTION,IDFC BANK,IDFCFIRSTB.NS,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,41.30388641357422,39.7415657043457,-0.037825029189385684,0.037825029189385684,0.03582502918938568,10.0,17,2.0,^NSEI,60,1.1195654707323113,-0.00651909215632307,0.03052647871064453,0.026287347769179906,4.239130941464623,0.004239130941464623,True
buy_hold_announce_to_effective,announce_to_effective,,,393,India,deletion,DEL,POWER FINANCE CORP,PFC.NS,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,40.22850036621094,40.708621978759766,0.01193486230354468,-0.01193486230354468,-0.01393486230354468,10.0,17,2.0,^NSEI,60,1.4070347619670245,-0.00651909215632307,-0.021107451583957805,-0.025921521107891855,4.814069523934049,0.004814069523934049,True
buy_hold_announce_to_effective,announce_to_effective,,,399,India,deletion,DEL,VAKRANGEE,VAKRANGEE.NS,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,56.831180572509766,29.31481552124023,-0.4841772557612446,0.4841772557612446,0.4821772557612446,10.0,17,2.0,^NSEI,60,-1.2619293918219232,-0.00651909215632307,0.49240388976130445,0.4878800309776606,4.523858783643846,0.004523858783643846,True
buy_hold_announce_to_effective,announce_to_effective,,,365,India,inclusion,ADD,AVENUE SUPERMARTS,DMART.NS,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,1425.199951171875,1572.1500244140625,0.10310839059554922,0.10310839059554922,0.10110839059554921,10.0,17,2.0,^NSEI,60,1.258661969254684,-0.00651909215632307,0.11131372396677958,0.1067964000282702,4.517323938509368,0.004517323938509368,True
buy_hold_announce_to_effective,announce_to_effective,,,381,India,inclusion,ADD,INTERGLOBE AVIATION,INDIGO.NS,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,1174.2742919921875,1205.5184326171875,0.026607191214237824,0.026607191214237824,0.024607191214237822,10.0,17,2.0,^NSEI,60,1.4652666096854494,-0.00651909215632307,0.03615939927636033,0.031228866056989435,4.930533219370899,0.004930533219370899,True
buy_hold_announce_to_effective,announce_to_effective,,,392,India,inclusion,ADD,PIDILITE INDUSTRIES,PIDILITIND.NS,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,529.991943359375,556.6815185546875,0.05035845455713828,0.05035845455713828,0.048358454557138275,10.0,17,2.0,^NSEI,60,0.6539215708898155,-0.00651909215632307,0.054621429540776534,0.0513135863989969,3.307843141779631,0.003307843141779631,True
buy_hold_announce_to_effective,announce_to_effective,,,394,India,inclusion,ADD,POWER GRID CORP OF INDIA,POWERGRID.NS,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,77.47802734375,77.62625885009766,0.0019132070269418655,0.0019132070269418655,-8.679297305813453e-05,10.0,17,2.0,^NSEI,60,0.3732514163776241,-0.00651909215632307,0.004346467407785711,0.001599964575030463,2.7465028327552483,0.002746502832755248,True
buy_hold_announce_to_effective,announce_to_effective,,,407,Indonesia,deletion,DEL,XL AXIATA TBK,EXCL.JK,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,1589.711669921875,1757.0496826171875,0.10526312152161288,-0.10526312152161288,-0.10726312152161288,10.0,17,2.0,^JKSE,60,0.981607702254555,0.0061259762394585415,-0.09924981606113198,-0.10321303146564109,3.9632154045091097,0.00396321540450911,True
buy_hold_announce_to_effective,announce_to_effective,,,400,Indonesia,inclusion,ADD,INDAH KIAT PULP & PAPER,INKP.JK,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,12635.4091796875,17470.029296875,0.38262473723126944,0.38262473723126944,0.38062473723126944,10.0,17,2.0,^JKSE,60,0.509625330149216,0.0061259762394585415,0.3795027845677491,0.37648353390745065,3.019250660298432,0.003019250660298432,True
buy_hold_announce_to_effective,announce_to_effective,,,419,Korea,deletion,DEMOTION,HANWHA TECHWIN CO,000370.KS,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,6620.85302734375,6639.5556640625,0.002824807716091726,-0.002824807716091726,-0.004824807716091726,10.0,17,2.0,^KS11,60,0.49125317219572345,-0.021444966238410856,-0.013359715408341251,-0.016342221752732696,2.982506344391447,0.0029825063443914466,True
buy_hold_announce_to_effective,announce_to_effective,,,421,Korea,deletion,DEMOTION,HYUNDAI WIA CORP,011210.KS,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,47110.67578125,44719.7265625,-0.05075174955782735,0.05075174955782735,0.04875174955782735,10.0,17,2.0,^KS11,60,-0.23428172995401797,-0.021444966238410856,0.055775913346967756,0.05330734988705972,2.4685634599080357,0.0024685634599080357,True
buy_hold_announce_to_effective,announce_to_effective,,,442,Korea,deletion,DEMOTION,SK NETWORKS,001740.KS,-1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,4077.5712890625,3777.077880859375,-0.07369421327081527,0.07369421327081527,0.07169421327081527,10.0,17,2.0,^KS11,60,1.24237964598632,-0.021444966238410856,0.047051423707349806,0.04256666441537717,4.48475929197264,0.00448475929197264,True
buy_hold_announce_to_effective,announce_to_effective,,,413,Korea,inclusion,PROMOTION,CELLTRION PHARM,068760.KQ,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,66036.25,71316.0859375,0.0799536002952923,0.0799536002952923,0.0779536002952923,10.0,17,2.0,^KS11,60,1.3094257895429315,-0.021444966238410856,0.10803419214374495,0.10341534056465909,4.618851579085863,0.004618851579085863,True
buy_hold_announce_to_effective,announce_to_effective,,,420,Korea,inclusion,PROMOTION,HLB,028300.KQ,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,37980.546875,54034.18359375,0.4226805046168782,0.4226805046168782,0.4206805046168782,10.0,17,2.0,^KS11,60,-1.4991677254790028,-0.021444966238410856,0.3905309033582658,0.3855325679073078,4.998335450958006,0.004998335450958006,True
buy_hold_announce_to_effective,announce_to_effective,,,436,Korea,inclusion,ADD,PEARLABYSS,263750.KQ,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,45180.0,44720.0,-0.010181496237273158,-0.010181496237273158,-0.012181496237273158,10.0,17,2.0,^KS11,60,1.4198790339227807,-0.021444966238410856,0.020267761707828298,0.015428003639982736,4.839758067845562,0.004839758067845562,True
buy_hold_announce_to_effective,announce_to_effective,,,440,Korea,inclusion,PROMOTION,SAMSUNG ENGINEERING CO,005930.KS,1.0,2018-05-14,2018-05-31,2018-05-14,2018-05-31,2018-05-14,2018-05-31,40759.24609375,41247.38671875,0.01197619366848035,0.01197619366848035,0.00997619366848035,10.0,17,2.0,^KS11,60,1.647642556625674,-0.021444966238410856,0.04730983266828688,0.04201454755503553,5.295285113251348,0.005295285113251347,True
