strategy,anchor,entry_offset,exit_offset,event_id,country,event_type,change_type,security_name,ticker,side,signal_bucket,announce_date,effective_date,entry_target_date,exit_target_date,entry_date,exit_date,entry_px,exit_px,security_return,gross_return,net_return,transaction_cost_bps,holding_days,turnover,benchmark_ticker,beta_lookback_days,estimated_beta,benchmark_return,beta_hedged_gross_return,beta_hedged_net_return,beta_hedge_turnover,beta_hedge_round_trip_cost,beta_hedge_available,expected_flow_proxy,factor_neutral_flow_score,flow_rank_pct,pre_effective_runup,momentum_20d,volatility_20d,dollar_adv20
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,344,USA,inclusion,ADD,IPG PHOTONICS,IPGP,-1.0,short_high_flow,2017-11-13,2017-11-30,2017-12-01,2017-12-07,2017-12-01,2017-12-07,224.1300048828125,207.3300018310547,-0.07495651044375684,0.07495651044375684,0.07295651044375684,10.0,6,2.0,SPY,60,,,,,,,False,81.19912294228767,0.32622678826621676,0.7333333333333333,0.015309993342063954,0.10027013076165736,0.021654786877586575,118357458.94927979
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,346,USA,inclusion,ADD,LIVE NATION ENTMT,LYV,-1.0,short_high_flow,2017-11-13,2017-11-30,2017-12-01,2017-12-07,2017-12-01,2017-12-07,44.70000076293945,43.59000015258789,-0.02483222799566165,0.02483222799566165,0.022832227995661647,10.0,6,2.0,SPY,60,,,,,,,False,99.7121889217385,0.35600017486964064,0.8,0.016915163952172296,0.11656893135893842,0.024366808490428795,103992443.38285446
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,338,USA,inclusion,ADD,COGNEX CORP,CGNX,-1.0,short_high_flow,2017-11-13,2017-11-30,2017-12-01,2017-12-07,2017-12-01,2017-12-07,64.60940551757812,58.95973587036133,-0.08744345505051432,0.08744345505051432,0.08544345505051432,10.0,6,2.0,SPY,60,,,,,,,False,75.99336591957125,0.44663751661136514,0.8666666666666667,-0.01142601945029098,0.06677901117143525,0.018970585068239794,140885965.90099335
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,359,USA,inclusion,ADD,TRANSUNION,TRU,-1.0,short_high_flow,2017-11-13,2017-11-30,2017-12-01,2017-12-07,2017-12-01,2017-12-07,53.685909271240234,53.62803649902344,-0.0010779881164795224,0.0010779881164795224,-0.0009220118835204776,10.0,6,2.0,SPY,60,,,,,,,False,159.2436337396424,0.48798832595353303,0.9333333333333333,0.0012962437995545084,0.011976280078052293,0.01106995633253516,63781132.199897766
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,248,Indonesia,inclusion,PROMOTION,BANK TABUNGAN NEGARA,BBTN.JK,-1.0,short_high_flow,2017-11-13,2017-11-30,2017-12-01,2017-12-07,2017-12-01,2017-12-07,2361.748291015625,2620.064453125,0.10937497577199085,-0.10937497577199085,-0.11137497577199085,10.0,6,2.0,^JKSE,60,0.3527310116752995,0.009189433386226575,-0.10613357763694437,-0.10883903966029497,2.705462023350599,0.002705462023350599,True,0.013494169777506958,0.6870427561956272,1.0,0.08591060174786058,0.10489519467464703,0.010641472373411362,74106078142.49315
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,521,USA,inclusion,PROMOTION,ON SEMICONDUCTOR CORP,ON,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,25.75,25.719999313354492,-0.0011650752095342387,0.0011650752095342387,-0.0008349247904657613,10.0,6,2.0,SPY,60,,,,,,,False,64.66631931833157,0.2058111897923478,0.5,0.07978047053782489,0.15851449330134493,0.013296290380492692,149425014.5968914
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,504,USA,inclusion,PROMOTION,GODADDY A,GDDY,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,73.61000061035156,72.4800033569336,-0.015351137672169224,0.015351137672169224,0.013351137672169224,10.0,6,2.0,SPY,60,,,,,,,False,66.70447266131121,0.25146395492295215,0.5625,0.05023291981526379,0.10883926010006295,0.011636039683290278,140338659.35092926
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,420,Korea,inclusion,PROMOTION,HLB,028300.KQ,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,52663.75,45263.41796875,-0.1405204154897819,0.1405204154897819,0.1385204154897819,10.0,6,2.0,^KS11,60,-1.2313156178961178,0.01296459051970067,0.12455691270324651,0.12009428146745427,4.4626312357922355,0.0044626312357922355,True,0.005085621343823562,0.27305932008605505,0.625,0.39690723664046756,0.07710651708524807,0.07474423000097714,196632806965.56192
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,400,Indonesia,inclusion,ADD,INDAH KIAT PULP & PAPER,INKP.JK,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,17470.029296875,18684.5234375,0.06951872375178247,-0.06951872375178247,-0.07151872375178248,10.0,6,2.0,^JKSE,60,0.4194444753569371,0.01527550485864615,-0.0631114976305353,-0.06595038658124917,2.838888950713874,0.0028388889507138743,True,0.004729216155428108,0.2787550293011255,0.6875,0.24214425930848016,0.22627748420732008,0.019759352772761113,211451531741.09375
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,535,USA,inclusion,ADD,WESTLAKE CHEMICAL CORP,WLK,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,103.41062927246094,104.34202575683594,0.009006777068544913,-0.009006777068544913,-0.011006777068544913,10.0,6,2.0,SPY,60,,,,,,,False,152.02743940740746,0.39993692658698143,0.75,0.012418994778239822,0.13294286754763163,0.016288896212418566,85511043.06186676
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,485,USA,inclusion,PROMOTION,COPART,CPRT,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,13.892499923706056,14.267499923706056,0.02699298197296396,-0.02699298197296396,-0.02899298197296396,10.0,6,2.0,SPY,60,,,,,,,False,134.12685896707578,0.46189584445318643,0.8125,0.009890293670634653,0.07421578344894164,0.014997422388561596,97657263.16537857
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,513,USA,inclusion,PROMOTION,KEYSIGHT TECHNOLOGIES,KEYS,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,59.810001373291016,60.400001525878906,0.009864573466660476,-0.009864573466660476,-0.011864573466660476,10.0,6,2.0,SPY,60,,,,,,,False,142.6449879824685,0.47448845039996246,0.875,-0.007863661676562717,0.026341285729537756,0.005891308169288144,63810667.25921631
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,519,USA,inclusion,PROMOTION,NEKTAR THERAPEUTICS,NKTR,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,1355.25,794.5499877929688,-0.4137244140985289,0.4137244140985289,0.4117244140985289,10.0,6,2.0,SPY,60,,,,,,,False,124.77864255858434,0.6192139104929276,0.9375,-0.004077557865624248,-0.02598187311178246,0.03580886659851097,197538683.1682312
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,440,Korea,inclusion,PROMOTION,SAMSUNG ENGINEERING CO,005930.KS,-1.0,short_high_flow,2018-05-14,2018-05-31,2018-06-01,2018-06-07,2018-06-01,2018-06-07,41735.515625,41166.0234375,-0.013645265404577112,0.013645265404577112,0.011645265404577112,10.0,6,2.0,^KS11,60,1.6899938250106168,0.01296459051970067,0.03555534332666242,0.03017535567664119,5.379987650021233,0.005379987650021233,True,0.0018670354554648158,0.6952637529812158,1.0,-0.011976001994179475,-0.06603766576749859,0.018568695407212395,535608467998.2902
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,543,Korea,inclusion,ADD,LG UPLUS,032640.KS,-1.0,short_high_flow,2018-08-13,2018-08-31,2018-09-03,2018-09-07,2018-09-03,2018-09-07,10748.783203125,11030.7177734375,0.02622944057803056,-0.02622944057803056,-0.028229440578030562,10.0,4,2.0,^KS11,60,-0.1788681233165975,-0.011031478068636802,-0.024256260798485293,-0.02661399704511849,2.357736246633195,0.002357736246633195,True,0.0373218802849563,-0.10159782066667833,1.0,0.012698426382493633,-0.00623049329018821,0.021522611113773793,26793934077.407127
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,705,USA,inclusion,PROMOTION,BURLINGTON STORES,BURL,-1.0,short_high_flow,2018-11-13,2018-11-30,2018-12-03,2018-12-07,2018-12-03,2018-12-07,171.3000030517578,157.7899932861328,-0.07886753955014814,0.07886753955014814,0.07686753955014813,10.0,4,2.0,SPY,60,,,,,,,False,41.99683390339535,-0.02576960280521079,0.5,-0.040594425572701986,-0.027022390834330334,0.03531379258608671,245915894.32922363
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,598,Indonesia,inclusion,ADD,BUKIT ASAM,PTBA.JK,-1.0,short_high_flow,2018-11-13,2018-11-30,2018-12-03,2018-12-07,2018-12-03,2018-12-07,1331.0460205078125,1341.1297607421875,0.007575801346468847,-0.007575801346468847,-0.009575801346468847,10.0,4,2.0,^JKSE,60,0.6520350283555681,0.0013134541905917008,-0.006719383206062648,-0.010023453262773784,3.3040700567111365,0.0033040700567111363,True,0.016371592886540356,0.004875485735371221,0.5833333333333334,-0.10967763703114819,-0.01428571057987904,0.03728906956503636,61081411377.0282
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,767,USA,inclusion,ADD,NRG ENERGY,NRG,-1.0,short_high_flow,2018-11-13,2018-11-30,2018-12-03,2018-12-07,2018-12-03,2018-12-07,33.1027946472168,33.69301986694336,0.017830072234586547,-0.017830072234586547,-0.01983007223458655,10.0,4,2.0,SPY,60,,,,,,,False,37.418024906376544,0.0863002146622246,0.6666666666666666,-0.015482226762858597,0.0366113646873496,0.020341751063132612,164120617.88869858
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,693,USA,inclusion,ADD,AXA EQUITABLE HOLDINGS,EQH,-1.0,short_high_flow,2018-11-13,2018-11-30,2018-12-03,2018-12-07,2018-12-03,2018-12-07,16.519712448120117,14.476634979248049,-0.12367512299553152,0.12367512299553152,0.12167512299553152,10.0,4,2.0,SPY,60,,,,,,,False,65.90958606967463,0.1803512449351552,0.75,-0.041574835221925066,-0.029483966351916857,0.01697057471386137,73186128.23813438
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,753,USA,inclusion,PROMOTION,LAMB WESTON HOLDINGS,LW,-1.0,short_high_flow,2018-11-13,2018-11-30,2018-12-03,2018-12-07,2018-12-03,2018-12-07,67.33922576904297,65.44145965576172,-0.028182178984209383,0.028182178984209383,0.02618217898420938,10.0,4,2.0,SPY,60,,,,,,,False,101.18421181090602,0.3505305365556203,0.8333333333333334,-0.07930447646957595,-0.003118095633464768,0.01390796015559225,97557478.76434326
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,604,Indonesia,inclusion,ADD,PABRIK K TJIWI KIMIA,TKIM.JK,-1.0,short_high_flow,2018-11-13,2018-11-30,2018-12-03,2018-12-07,2018-12-03,2018-12-07,10890.2333984375,10357.82421875,-0.04888868403535673,0.04888868403535673,0.04688868403535673,10.0,4,2.0,^JKSE,60,2.4691331665581773,0.0013134541905917008,0.05213177734010153,0.045193511006985175,6.9382663331163545,0.006938266333116354,True,0.006447660559439728,0.4891593352440151,0.9166666666666666,0.10762322466234941,0.25380708112429073,0.045932297777782106,155095013265.8496
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,752,USA,inclusion,ADD,KKR & CO,KKR,-1.0,short_high_flow,2018-11-13,2018-11-30,2018-12-03,2018-12-07,2018-12-03,2018-12-07,21.824193954467773,19.378772735595703,-0.11205092953141815,0.11205092953141815,0.11005092953141815,10.0,4,2.0,SPY,60,,,,,,,False,215.67289031054503,0.9315019246325832,1.0,-0.005684158221934021,-0.048137031532562546,0.024357315937147836,87139136.2389183
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,783,USA,inclusion,ADD,ALTICE USA A,OPTU,-1.0,short_high_flow,2019-02-11,2019-02-28,2019-03-01,2019-03-07,2019-03-01,2019-03-07,21.510000228881836,21.6299991607666,0.0055787508418359,-0.0055787508418359,-0.0075787508418359,10.0,6,2.0,SPY,60,,,,,,,False,8.457088184822501,-0.6764144023673536,0.5,0.055744138277326716,0.10896137288705754,0.016455416052030058,118244007.647295
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,785,USA,inclusion,ADD,KKR & CO,KKR,-1.0,short_high_flow,2019-02-11,2019-02-28,2019-03-01,2019-03-07,2019-03-01,2019-03-07,20.93086814880371,21.079315185546875,0.007092254162025746,-0.007092254162025746,-0.009092254162025746,10.0,6,2.0,SPY,60,1.2930849474377988,-0.01929278991449923,-0.03203947039454448,-0.03662564028942008,4.586169894875598,0.004586169894875597,True,187.87741801538044,0.7803747006782478,1.0,-0.026023911888060414,0.02242352496652411,0.014030837829471728,102177789.83970642
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,911,USA,inclusion,PROMOTION,FACTSET RESEARCH SYSTEMS,FDS,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,260.5460205078125,267.75244140625,0.027658917547049633,-0.027658917547049633,-0.029658917547049635,10.0,6,2.0,SPY,60,,,,,,,False,119.01087158759182,0.05763119885279622,0.5263157894736842,0.029128835951256926,0.01558684703370039,0.013725917343265597,81134569.83352661
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,971,USA,inclusion,ADD,SNAP A,SNAP,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,11.68000030517578,12.949999809265137,0.10873283141324741,-0.10873283141324741,-0.11073283141324741,10.0,6,2.0,SPY,60,,,,,,,False,73.70207860604674,0.13531278737723573,0.5789473684210527,0.14342243443913327,0.03770198055206442,0.033583410116297986,221838291.14673615
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,904,USA,inclusion,PROMOTION,EPAM SYSTEMS,EPAM,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,166.77000427246094,168.17999267578125,0.008454688296444024,-0.008454688296444024,-0.010454688296444024,10.0,6,2.0,SPY,60,,,,,,,False,134.3024287068777,0.15839708225643506,0.631578947368421,0.020369557315517817,-0.06718333525174147,0.019014932513609986,70371742.54455566
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,905,USA,inclusion,PROMOTION,EQUITY LIFESTYLE PPTYS,ELS,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,49.63296890258789,50.590538024902344,0.019293005102995586,-0.019293005102995586,-0.021293005102995588,10.0,6,2.0,SPY,60,,,,,,,False,198.66918220299897,0.20530408836930925,0.6842105263157895,0.022702087493125855,0.030677052962748474,0.00857338959863677,48396445.72910309
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,910,USA,inclusion,PROMOTION,EXACT SCIENCES CORP,EXAS,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,97.72000122070312,102.61000061035156,0.0500409264077295,-0.0500409264077295,-0.052040926407729504,10.0,6,2.0,SPY,60,,,,,,,False,105.97537505196463,0.20816328011669166,0.7368421052631579,0.08233711251588027,-0.01834030948639309,0.032142374319406496,173574792.7641678
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,895,USA,inclusion,ADD,DOCUSIGN,DOCU,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,54.380001068115234,52.939998626708984,-0.026480368023577894,0.026480368023577894,0.024480368023577892,10.0,6,2.0,SPY,60,,,,,,,False,131.23731762377665,0.2129965978441722,0.7894736842105263,0.07298691865963547,-0.04535026959348942,0.02528706279495409,82916382.61043549
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,959,USA,inclusion,ADD,OKTA,OKTA,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,105.48999786376952,113.98999786376952,0.08057635958033638,-0.08057635958033638,-0.08257635958033638,10.0,6,2.0,SPY,60,,,,,,,False,92.99936064714583,0.29307174565968097,0.8421052631578947,0.09564261371503768,0.05383061174499937,0.02201188623145748,193886610.9915924
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,973,USA,inclusion,PROMOTION,SUN COMMUNITIES,SUI,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,99.9007797241211,102.8692398071289,0.029714083225429233,-0.029714083225429233,-0.031714083225429235,10.0,6,2.0,SPY,60,,,,,,,False,262.98657334909933,0.3637893094316347,0.8947368421052632,0.014151563263615108,0.02478088449474236,0.00884262276213975,47395828.21826935
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,972,USA,inclusion,PROMOTION,STERIS,STE,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,125.5935516357422,127.9564971923828,0.018814226732705386,-0.018814226732705386,-0.020814226732705388,10.0,6,2.0,SPY,60,,,,,,,False,175.04683336603114,0.37773784450068393,0.9473684210526315,0.08027510927443426,0.03153164719635071,0.015505599099916478,69680957.6305008
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,813,Indonesia,inclusion,ADD,BARITO PACIFIC,BRPT.JK,-1.0,short_high_flow,2019-05-13,2019-05-28,2019-05-29,2019-06-04,2019-05-29,2019-06-04,698.9089965820312,649.6900024414062,-0.07042260778059417,0.07042260778059417,0.06842260778059417,10.0,6,2.0,^JKSE,60,0.4094903419390491,0.01720337608946454,0.07746722413797506,0.07464824345409697,2.818980683878098,0.0028189806838780983,True,0.008503939618048876,0.44136082284941436,1.0,-0.0877192682565624,-0.09677405954527873,0.017503459767620827,117592556499.05916
flow_neutral_reversal_short_top50_effective_d+1_to_d+5,effective,1,5,985,USA,inclusion,PROMOTION,ROKU A,ROKU,-1.0,short_high_flow,2019-08-07,2019-08-27,2019-08-28,2019-09-03,2019-08-28,2019-09-03,145.88999938964844,156.8800048828125,0.07533076659909743,-0.07533076659909743,-0.07733076659909743,10.0,6,2.0,SPY,60,1.369095696233826,0.006404182204640563,-0.06656282830482678,-0.07130101969729444,4.738191392467652,0.004738191392467651,True,12.208077352779487,-0.40720506636299336,0.6666666666666666,0.4163612239068968,0.3522124774791833,0.052642509669187314,1335594248.6950684
