event_id,event_month,country,event_type,change_type,security_name,ticker,side,announce_date,effective_date,volatility_20d,dollar_adv20,entry_target_date,exit_target_date,entry_date,exit_date,entry_px,exit_px,security_return,gross_return,net_return,transaction_cost_bps,holding_days,turnover,benchmark_ticker,beta_lookback_days,estimated_beta,benchmark_return,beta_hedged_gross_return,beta_hedged_net_return,beta_hedge_turnover,beta_hedge_round_trip_cost,beta_hedge_available,basket_size,low_vol_rank_pct,liquidity_rank_pct,tradable_filter
1254,2020-05,Korea,deletion,DEMOTION,KCC CORP,002380.KS,-1.0,2020-05-12,2020-05-29,0.040309992535243304,7952799934.170703,2020-05-11,2020-05-13,2020-05-11,2020-05-13,127689.390625,122681.953125,-0.03921576785267866,0.03921576785267866,0.03721576785267866,10.0,2,2.0,^KS11,60,1.182347507575339,0.0025937891226233134,0.042282527956988364,0.03791783294183768,4.364695015150678,0.0043646950151506785,True,5,0.6,0.6,True
1266,2020-05,Korea,deletion,DEMOTION,MEDY-TOX,086900.KQ,-1.0,2020-05-12,2020-05-29,0.1024932521641425,77983885982.04688,2020-05-11,2020-05-13,2020-05-11,2020-05-13,136715.375,128447.296875,-0.06047657862182654,0.06047657862182654,0.058476578621826536,10.0,2,2.0,^KS11,60,1.2890945120636368,0.0025937891226233134,0.06382021794525061,0.05924202892112334,4.578189024127274,0.004578189024127273,True,5,0.2,1.0,True
1275,2020-05,Korea,deletion,DEMOTION,OCI COMPANY,010060.KS,-1.0,2020-05-12,2020-05-29,0.02940321248121304,5861373724.96709,2020-05-11,2020-05-13,2020-05-11,2020-05-13,31095.93359375,29950.0859375,-0.03684879416131459,0.03684879416131459,0.03484879416131459,10.0,2,2.0,^KS11,60,1.6726154077922246,0.0025937891226233134,0.04118720581237822,0.03584197499679377,5.345230815584449,0.005345230815584449,True,5,1.0,0.4,True
1296,2020-05,USA,deletion,DEMOTION,ACUITY BRANDS,AYI,-1.0,2020-05-12,2020-05-29,0.03633553709966688,42420626.256103516,2020-05-11,2020-05-13,2020-05-11,2020-05-13,79.54449462890625,73.2690658569336,-0.07889205659359588,0.07889205659359588,0.07689205659359588,10.0,2,2.0,SPY,60,,,,,,,False,3,1.0,0.3333333333333333,True
1312,2020-05,USA,deletion,DEMOTION,AMERICAN AIRLINES GROUP,AAL,-1.0,2020-05-12,2020-05-29,0.0724731121179608,930459800.2231979,2020-05-11,2020-05-13,2020-05-11,2020-05-13,10.100000381469728,9.109999656677246,-0.09801987003969004,0.09801987003969004,0.09601987003969004,10.0,2,2.0,SPY,60,,,,,,,False,3,0.6666666666666666,1.0,True
1314,2020-05,USA,deletion,DEMOTION,APACHE CORP,APA,-1.0,2020-05-12,2020-05-29,0.09713189698420666,248682963.90773773,2020-05-11,2020-05-13,2020-05-11,2020-05-13,10.39073657989502,9.2678804397583,-0.1080631898906308,0.1080631898906308,0.1060631898906308,10.0,2,2.0,SPY,60,,,,,,,False,3,0.3333333333333333,0.6666666666666666,True
1457,2020-08,Korea,deletion,DEMOTION,DAEWOO ENGR & CONSTR,003090.KS,-1.0,2020-08-12,2020-08-31,0.09120996584714655,103865644495.29453,2020-08-11,2020-08-13,2020-08-11,2020-08-13,35761.8828125,34547.14453125,-0.03396740288029265,0.03396740288029265,0.03196740288029265,10.0,2,2.0,^KS11,60,1.7535568757630764,0.0077977185937196936,0.047641145935575405,0.04213403218404925,5.507113751526153,0.005507113751526152,True,3,0.3333333333333333,1.0,True
1458,2020-08,Korea,deletion,DEMOTION,HELIXMITH CO,084990.KQ,-1.0,2020-08-12,2020-08-31,0.027361199428197234,17455745317.172264,2020-08-11,2020-08-13,2020-08-11,2020-08-13,54818.18359375,54545.453125,-0.004975182519201482,0.004975182519201482,0.002975182519201482,10.0,2,2.0,^KS11,60,0.872353310619652,0.0077977185937196936,0.011777548149713275,0.008032841528473972,3.7447066212393043,0.003744706621239304,True,3,0.6666666666666666,0.6666666666666666,True
1459,2020-08,Korea,deletion,DEMOTION,HYUNDAI DEPT STORE,017800.KS,-1.0,2020-08-12,2020-08-31,0.015217337945785099,8447194537.76123,2020-08-11,2020-08-13,2020-08-11,2020-08-13,31009.07421875,30709.310546875,-0.009666966184167625,0.009666966184167625,0.007666966184167625,10.0,2,2.0,^KS11,60,0.9562945909948586,0.0077977185937196936,0.017123882297441804,0.013211293115452088,3.912589181989717,0.003912589181989717,True,3,1.0,0.3333333333333333,True
1481,2020-11,India,deletion,DEL,BOSCH,BOSCHLTD.BO,-1.0,2020-11-10,2020-11-30,0.016270634958264814,26329255.661621094,2020-11-09,2020-11-11,2020-11-09,2020-11-11,11054.8623046875,11560.4580078125,0.04573514252733979,-0.04573514252733979,-0.04773514252733979,10.0,2,2.0,^NSEI,60,0.8725554378163873,0.023120089434930602,-0.025561582768089886,-0.02930669364372266,3.7451108756327747,0.003745110875632775,True,2,1.0,0.5,True
1492,2020-11,India,deletion,DEL,LIC HOUSING FINANCE,LICHSGFIN.NS,-1.0,2020-11-10,2020-11-30,0.02663200416942595,1128503968.4933572,2020-11-09,2020-11-11,2020-11-09,2020-11-11,277.740478515625,295.4928283691406,0.06391704208328752,-0.06391704208328752,-0.06591704208328752,10.0,2,2.0,^NSEI,60,1.6112896070989906,0.023120089434930602,-0.02666388226158467,-0.031886461475782654,5.222579214197982,0.005222579214197982,True,2,0.5,1.0,True
1511,2020-11,Indonesia,deletion,DEMOTION,XL AXIATA TBK,EXCL.JK,-1.0,2020-11-10,2020-11-30,0.022450425729386065,46602511654.84741,2020-11-09,2020-11-11,2020-11-09,2020-11-11,1796.0191650390625,1973.0919189453125,0.0985917953177291,-0.0985917953177291,-0.1005917953177291,10.0,2,2.0,^JKSE,60,1.6738120584341711,0.02866097102970544,-0.0506187164017757,-0.05596634051864404,5.347624116868342,0.005347624116868342,True,1,1.0,1.0,True
1514,2020-11,Korea,deletion,DEL,AMOREPAC CORP PREF (NEW),090435.KS,-1.0,2020-11-10,2020-11-30,0.011828344775616033,2047654855.048242,2020-11-09,2020-11-11,2020-11-09,2020-11-11,47003.66796875,49913.83203125,0.06191355245796548,-0.06191355245796548,-0.06391355245796548,10.0,2,2.0,^KS11,60,0.8020938957870456,0.015801800746648054,-0.049239024536635895,-0.05284321232820999,3.604187791574091,0.003604187791574091,True,3,1.0,0.3333333333333333,True
1517,2020-11,Korea,deletion,DEMOTION,BNK FINANCIAL GROUP,138930.KS,-1.0,2020-11-10,2020-11-30,0.020655473974894235,5419371894.867566,2020-11-09,2020-11-11,2020-11-09,2020-11-11,3993.255859375,4175.68994140625,0.04568554794778512,-0.04568554794778512,-0.04768554794778512,10.0,2,2.0,^KS11,60,0.8086403138201325,0.015801800746648054,-0.03290757483309244,-0.036524855460732704,3.617280627640265,0.0036172806276402653,True,3,0.6666666666666666,1.0,True
1537,2020-11,Korea,deletion,DEMOTION,POSCO INTERNATIONAL,047050.KS,-1.0,2020-11-10,2020-11-30,0.026264597624906474,4567706323.719775,2020-11-09,2020-11-11,2020-11-09,2020-11-11,11104.76953125,11635.5146484375,0.0477943387923474,-0.0477943387923474,-0.0497943387923474,10.0,2,2.0,^KS11,60,0.9397577745607657,0.015801800746648054,-0.032944473688624784,-0.03682398923774632,3.8795155491215314,0.0038795155491215313,True,3,0.3333333333333333,0.6666666666666666,True
1611,2020-11,USA,deletion,DEL,DIAMONDBACK ENERGY,FANG,-1.0,2020-11-10,2020-11-30,0.11542859187694698,111320709.267807,2020-11-09,2020-11-11,2020-11-09,2020-11-11,25.926904678344727,26.594816207885746,0.025761329315137527,-0.025761329315137527,-0.02776132931513753,10.0,2,2.0,SPY,60,,,,,,,False,10,0.2,0.9,True
1616,2020-11,USA,deletion,DEL,EAST WEST BANCORP,EWBC,-1.0,2020-11-10,2020-11-30,0.05904468798077184,34634274.10552025,2020-11-09,2020-11-11,2020-11-09,2020-11-11,40.22807693481445,38.61967086791992,-0.039982176366541,0.039982176366541,0.037982176366541,10.0,2,2.0,SPY,60,0.7376206635966953,0.005951194046218022,0.04437190006810504,0.040896658740911654,3.4752413271933906,0.0034752413271933904,True,10,0.7,0.3,True
1625,2020-11,USA,deletion,DEL,FEDERAL REALTY INV TRUST,FRT,-1.0,2020-11-10,2020-11-30,0.11607450628336269,62924288.967056274,2020-11-09,2020-11-11,2020-11-09,2020-11-11,73.45906829833984,72.42465209960938,-0.014081531697752947,0.014081531697752947,0.012081531697752947,10.0,2,2.0,SPY,60,,,,,,,False,10,0.1,0.7,True
1649,2020-11,USA,deletion,DEL,INGREDION INC,INGR,-1.0,2020-11-10,2020-11-30,0.02971099218805606,42756266.10343933,2020-11-09,2020-11-11,2020-11-09,2020-11-11,63.03739547729492,62.99424743652344,-0.0006844832411743162,0.0006844832411743162,-0.0013155167588256838,10.0,2,2.0,SPY,60,,,,,,,False,10,0.9,0.5,True
1653,2020-11,USA,deletion,DEL,JONES LANG LASALLE,JLL,-1.0,2020-11-10,2020-11-30,0.07224003606769902,74099618.18305969,2020-11-09,2020-11-11,2020-11-09,2020-11-11,137.1300048828125,129.4199981689453,-0.056224067959860013,0.056224067959860013,0.05422406795986001,10.0,2,2.0,SPY,60,,,,,,,False,10,0.5,0.8,True
1674,2020-11,USA,deletion,DEL,NATIONAL OILWELL VARCO,NOV,-1.0,2020-11-10,2020-11-30,0.0986355404200585,58795578.46703529,2020-11-09,2020-11-11,2020-11-09,2020-11-11,10.569856643676758,9.87811279296875,-0.06544496051626514,0.06544496051626514,0.06344496051626514,10.0,2,2.0,SPY,60,,,,,,,False,10,0.3,0.6,True
1675,2020-11,USA,deletion,DEL,NATIONAL RETAIL PPTYS,NNN,-1.0,2020-11-10,2020-11-30,0.05566184406027589,35155853.73817444,2020-11-09,2020-11-11,2020-11-09,2020-11-11,29.239234924316406,30.35564422607422,0.038181891716645655,-0.038181891716645655,-0.04018189171664566,10.0,2,2.0,SPY,60,,,,,,,False,10,0.8,0.4,True
1692,2020-11,USA,deletion,DEL,PEOPLES UNITED FINANCIAL,PEBO,-1.0,2020-11-10,2020-11-30,0.06122735316941979,1277188.3639907837,2020-11-09,2020-11-11,2020-11-09,2020-11-11,19.312179565429688,19.52033042907715,0.010778217080171792,-0.010778217080171792,-0.012778217080171793,10.0,2,2.0,SPY,60,,,,,,,False,10,0.6,0.2,True
1698,2020-11,USA,deletion,DEL,RALPH LAUREN CORP A,RL,-1.0,2020-11-10,2020-11-30,0.07475870186390328,129817257.39753723,2020-11-09,2020-11-11,2020-11-09,2020-11-11,73.86934661865234,68.87181854248047,-0.06765361147664428,0.06765361147664428,0.06565361147664428,10.0,2,2.0,SPY,60,,,,,,,False,10,0.4,1.0,True
1717,2020-11,USA,deletion,DEL,ZIONS BANCORP,ZIONP,-1.0,2020-11-10,2020-11-30,0.011197455849984378,38128.72789325714,2020-11-09,2020-11-11,2020-11-09,2020-11-11,18.52061653137207,18.339111328125,-0.009800170687602083,0.009800170687602083,0.007800170687602083,10.0,2,2.0,SPY,60,-0.1775183374422924,0.005951194046218022,0.00874372461472099,0.006388687939836406,2.355036674884585,0.0023550366748845844,True,10,1.0,0.1,True
1718,2021-02,Indonesia,deletion,DEMOTION,ACE HARDWARE INDONESIA,ACES.JK,-1.0,2021-02-09,2021-02-26,0.0235643310043887,29679154074.380493,2021-02-08,2021-02-10,2021-02-08,2021-02-10,1253.65380859375,1197.8531494140625,-0.044510421295876124,0.044510421295876124,0.04251042129587612,10.0,2,2.0,^JKSE,60,0.8870549835934568,-0.001133554130237413,0.04350489645547608,0.03973078648828917,3.774109967186914,0.0037741099671869138,True,1,1.0,1.0,True
1721,2021-02,USA,deletion,DEMOTION,PERRIGO,PRGO,-1.0,2021-02-09,2021-02-26,0.01434374432123168,38054345.25039673,2021-02-08,2021-02-10,2021-02-08,2021-02-10,37.16972732543945,38.2973747253418,0.03033779048280949,-0.03033779048280949,-0.03233779048280949,10.0,2,2.0,SPY,60,,,,,,,False,1,1.0,1.0,True
1764,2021-05,India,deletion,DEMOTION,ZEE ENTERTAINMENT ENT,ZEEL.NS,-1.0,2021-05-11,2021-05-27,0.033448670362899904,1984003420.1689696,2021-05-10,2021-05-12,2021-05-10,2021-05-12,179.0428466796875,182.8321075439453,0.021163989148569096,-0.021163989148569096,-0.023163989148569097,10.0,2,2.0,^NSEI,60,1.638223093077227,-0.016453209555527426,-0.04811801699767303,-0.053394463183827484,5.276446186154454,0.005276446186154454,True,1,1.0,1.0,True
1767,2021-05,Indonesia,deletion,DEMOTION,PERUSAHAAN GAS NEGARA,PGAS.JK,-1.0,2021-05-11,2021-05-27,0.022954558302704188,53681534428.97278,2021-05-10,2021-05-12,2021-05-10,2021-05-11,789.1946411132812,773.2835083007812,-0.020161227640946522,0.020161227640946522,0.01816122764094652,10.0,1,2.0,^JKSE,60,1.4855979201341227,-0.006264619952327188,0.010854521269338524,0.0058833254290702785,4.971195840268246,0.004971195840268246,True,1,1.0,1.0,True
1787,2021-05,Korea,deletion,DEMOTION,GS RETAIL,007070.KS,-1.0,2021-05-11,2021-05-27,0.01482919995530851,10231424568.145702,2021-05-10,2021-05-12,2021-05-10,2021-05-12,40920.51171875,40262.2734375,-0.01608577834446756,0.01608577834446756,0.01408577834446756,10.0,2,2.0,^KS11,60,0.7928389450959501,-0.026972004863126675,-0.005298677538336627,-0.008884355428528527,3.5856778901919,0.0035856778901919,True,6,1.0,0.6666666666666666,True
1792,2021-05,Korea,deletion,DEMOTION,HANWHA CORP,000880.KS,-1.0,2021-05-11,2021-05-27,0.025299767220362857,12702617262.828419,2021-05-10,2021-05-12,2021-05-10,2021-05-12,29998.716796875,28445.529296875,-0.051775131267007946,0.051775131267007946,0.049775131267007944,10.0,2,2.0,^KS11,60,1.076027807434318,-0.026972004863126675,0.022752504012029988,0.01860044839716135,4.152055614868636,0.004152055614868636,True,6,0.3333333333333333,1.0,True
1796,2021-05,Korea,deletion,DEL,HYUNDAI MARINE & FIRE,001450.KS,-1.0,2021-05-11,2021-05-27,0.01943721148057111,10967251470.174122,2021-05-10,2021-05-12,2021-05-10,2021-05-12,20516.1484375,19692.20703125,-0.040160628041858826,0.040160628041858826,0.038160628041858824,10.0,2,2.0,^KS11,60,0.4497713348967326,-0.026972004863126675,0.028029393409729177,0.025129850739935712,2.8995426697934654,0.0028995426697934652,True,6,0.6666666666666666,0.8333333333333334,True
1798,2021-05,Korea,deletion,DEL,KOREA GAS CORPORATION,004590.KQ,-1.0,2021-05-11,2021-05-27,0.02314130227478832,1960778289.7632568,2021-05-10,2021-05-12,2021-05-10,2021-05-12,5366.52197265625,5782.46875,0.07750770041809218,-0.07750770041809218,-0.07950770041809219,10.0,2,2.0,^KS11,60,-1.3258117986639377,-0.026972004863126675,-0.04174789813693773,-0.046399521734265606,4.651623597327875,0.004651623597327875,True,6,0.5,0.16666666666666666,True
1800,2021-05,Korea,deletion,DEL,LOTTE HOLDINGS,005300.KS,-1.0,2021-05-11,2021-05-27,0.027491062261620937,5343877565.621875,2021-05-10,2021-05-12,2021-05-10,2021-05-12,130769.671875,147999.46875,0.13175682578350134,-0.13175682578350134,-0.13375682578350134,10.0,2,2.0,^KS11,60,-0.9323156566994331,-0.026972004863126675,-0.10661040335703509,-0.11047503467043396,3.864631313398866,0.003864631313398866,True,6,0.16666666666666666,0.5,True
1803,2021-05,Korea,deletion,DEL,SAMSUNG CARD CO,029780.KS,-1.0,2021-05-11,2021-05-27,0.017317944260600293,3315153534.9302735,2021-05-10,2021-05-12,2021-05-10,2021-05-12,24999.625,24060.333984375,-0.037572204208063176,0.037572204208063176,0.035572204208063174,10.0,2,2.0,^KS11,60,0.5531027751090467,-0.026972004863126675,0.02265391346801311,0.019547707917795015,3.1062055502180934,0.003106205550218093,True,6,0.8333333333333334,0.3333333333333333,True
