strategy,anchor,entry_offset,exit_offset,event_id,country,event_type,change_type,security_name,ticker,side,signal_bucket,announce_date,effective_date,entry_target_date,exit_target_date,entry_date,exit_date,entry_px,exit_px,security_return,gross_return,net_return,transaction_cost_bps,holding_days,turnover,benchmark_ticker,beta_lookback_days,estimated_beta,benchmark_return,beta_hedged_gross_return,beta_hedged_net_return,beta_hedge_turnover,beta_hedge_round_trip_cost,beta_hedge_available,volatility_20d,dollar_adv20,basket_size,low_vol_rank_pct,liquidity_rank_pct
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1216,Indonesia,deletion,DEMOTION,PABRIK K TJIWI KIMIA,TKIM.JK,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,4685.5888671875,4432.83984375,-0.053941784181592345,0.053941784181592345,0.05194178418159234,10.0,2,2.0,^JKSE,60,1.7361811773728155,-0.018267768051551392,0.022225629137876346,0.016753266783130716,5.472362354745631,0.005472362354745631,True,0.04132948768206186,15743070175.178223,6,0.5,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1205,Indonesia,deletion,DEMOTION,BANK TABUNGAN NEGARA,BBTN.JK,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,660.1828002929688,598.7705078125,-0.09302316336205041,0.09302316336205041,0.09102316336205041,10.0,2,2.0,^JKSE,60,1.291845403415054,-0.018267768051551392,0.06942403117400137,0.06484034036717126,4.583690806830107,0.004583690806830107,True,0.03964096897675389,30382719780.390797,6,0.6666666666666666,0.8333333333333334
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1207,Indonesia,deletion,DEMOTION,BUKIT ASAM,PTBA.JK,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,756.877197265625,703.3419799804688,-0.07073170849718191,0.07073170849718191,0.06873170849718191,10.0,2,2.0,^JKSE,60,1.5530937494051118,-0.018267768051551392,0.042360152120735045,0.037253964621924825,5.106187498810224,0.005106187498810223,True,0.03686074945205938,17111014272.26654,6,0.8333333333333334,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1209,Indonesia,deletion,DEMOTION,BUMI SERPONG DAMAI,BSDE.JK,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,665.0,605.0,-0.09022556390977443,0.09022556390977443,0.08822556390977443,10.0,2,2.0,^JKSE,60,1.1704022354623347,-0.018267768051551392,0.06884492734533126,0.0645041228744066,4.340804470924669,0.004340804470924669,True,0.03356625766820913,15504998200.0,6,1.0,0.16666666666666666
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1254,Korea,deletion,DEMOTION,KCC CORP,002380.KS,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,127689.390625,122681.953125,-0.03921576785267866,0.03921576785267866,0.03721576785267866,10.0,2,2.0,^KS11,60,1.182347507575339,0.0025937891226233134,0.042282527956988364,0.03791783294183768,4.364695015150678,0.0043646950151506785,True,0.040309992535243304,7952799934.170703,5,0.6,0.6
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1245,Korea,deletion,DEMOTION,HDC HYUNDAI DEV (NEW),089470.KS,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,3256.484130859375,3176.853271484375,-0.024453016251605564,0.024453016251605564,0.022453016251605562,10.0,2,2.0,^KS11,60,1.0547267114407468,0.0025937891226233134,0.02718875492308083,0.023079301500199337,4.109453422881494,0.004109453422881494,True,0.0340682410610977,491131019.1880859,5,0.8,0.2
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1275,Korea,deletion,DEMOTION,OCI COMPANY,010060.KS,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,31095.93359375,29950.0859375,-0.03684879416131459,0.03684879416131459,0.03484879416131459,10.0,2,2.0,^KS11,60,1.6726154077922246,0.0025937891226233134,0.04118720581237822,0.03584197499679377,5.345230815584449,0.005345230815584449,True,0.02940321248121304,5861373724.96709,5,1.0,0.4
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1312,USA,deletion,DEMOTION,AMERICAN AIRLINES GROUP,AAL,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,10.100000381469728,9.109999656677246,-0.09801987003969004,0.09801987003969004,0.09601987003969004,10.0,2,2.0,SPY,60,,,,,,,False,0.0724731121179608,930459800.2231979,3,0.6666666666666666,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1296,USA,deletion,DEMOTION,ACUITY BRANDS,AYI,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,79.54449462890625,73.2690658569336,-0.07889205659359588,0.07889205659359588,0.07689205659359588,10.0,2,2.0,SPY,60,,,,,,,False,0.03633553709966688,42420626.256103516,3,1.0,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1458,Korea,deletion,DEMOTION,HELIXMITH CO,084990.KQ,-1.0,lower_volatility_deletion_half,2020-08-12,2020-08-31,2020-08-11,2020-08-13,2020-08-11,2020-08-13,54818.18359375,54545.453125,-0.004975182519201482,0.004975182519201482,0.002975182519201482,10.0,2,2.0,^KS11,60,0.872353310619652,0.0077977185937196936,0.011777548149713275,0.008032841528473972,3.7447066212393043,0.003744706621239304,True,0.027361199428197234,17455745317.172264,3,0.6666666666666666,0.6666666666666666
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1459,Korea,deletion,DEMOTION,HYUNDAI DEPT STORE,017800.KS,-1.0,lower_volatility_deletion_half,2020-08-12,2020-08-31,2020-08-11,2020-08-13,2020-08-11,2020-08-13,31009.07421875,30709.310546875,-0.009666966184167625,0.009666966184167625,0.007666966184167625,10.0,2,2.0,^KS11,60,0.9562945909948586,0.0077977185937196936,0.017123882297441804,0.013211293115452088,3.912589181989717,0.003912589181989717,True,0.015217337945785099,8447194537.76123,3,1.0,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1492,India,deletion,DEL,LIC HOUSING FINANCE,LICHSGFIN.NS,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,277.740478515625,295.4928283691406,0.06391704208328752,-0.06391704208328752,-0.06591704208328752,10.0,2,2.0,^NSEI,60,1.6112896070989906,0.023120089434930602,-0.02666388226158467,-0.031886461475782654,5.222579214197982,0.005222579214197982,True,0.02663200416942595,1128503968.4933572,2,0.5,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1481,India,deletion,DEL,BOSCH,BOSCHLTD.BO,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,11054.8623046875,11560.4580078125,0.04573514252733979,-0.04573514252733979,-0.04773514252733979,10.0,2,2.0,^NSEI,60,0.8725554378163873,0.023120089434930602,-0.025561582768089886,-0.02930669364372266,3.7451108756327747,0.003745110875632775,True,0.016270634958264814,26329255.661621094,2,1.0,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1511,Indonesia,deletion,DEMOTION,XL AXIATA TBK,EXCL.JK,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,1796.0191650390625,1973.0919189453125,0.0985917953177291,-0.0985917953177291,-0.1005917953177291,10.0,2,2.0,^JKSE,60,1.6738120584341711,0.02866097102970544,-0.0506187164017757,-0.05596634051864404,5.347624116868342,0.005347624116868342,True,0.022450425729386065,46602511654.84741,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1517,Korea,deletion,DEMOTION,BNK FINANCIAL GROUP,138930.KS,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,3993.255859375,4175.68994140625,0.04568554794778512,-0.04568554794778512,-0.04768554794778512,10.0,2,2.0,^KS11,60,0.8086403138201325,0.015801800746648054,-0.03290757483309244,-0.036524855460732704,3.617280627640265,0.0036172806276402653,True,0.020655473974894235,5419371894.867566,3,0.6666666666666666,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1514,Korea,deletion,DEL,AMOREPAC CORP PREF (NEW),090435.KS,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,47003.66796875,49913.83203125,0.06191355245796548,-0.06191355245796548,-0.06391355245796548,10.0,2,2.0,^KS11,60,0.8020938957870456,0.015801800746648054,-0.049239024536635895,-0.05284321232820999,3.604187791574091,0.003604187791574091,True,0.011828344775616033,2047654855.048242,3,1.0,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1653,USA,deletion,DEL,JONES LANG LASALLE,JLL,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,137.1300048828125,129.4199981689453,-0.056224067959860013,0.056224067959860013,0.05422406795986001,10.0,2,2.0,SPY,60,,,,,,,False,0.07224003606769902,74099618.18305969,10,0.5,0.8
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1692,USA,deletion,DEL,PEOPLES UNITED FINANCIAL,PEBO,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,19.312179565429688,19.52033042907715,0.010778217080171792,-0.010778217080171792,-0.012778217080171793,10.0,2,2.0,SPY,60,,,,,,,False,0.06122735316941979,1277188.3639907837,10,0.6,0.2
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1616,USA,deletion,DEL,EAST WEST BANCORP,EWBC,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,40.22807693481445,38.61967086791992,-0.039982176366541,0.039982176366541,0.037982176366541,10.0,2,2.0,SPY,60,0.7376206635966953,0.005951194046218022,0.04437190006810504,0.040896658740911654,3.4752413271933906,0.0034752413271933904,True,0.05904468798077184,34634274.10552025,10,0.7,0.3
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1675,USA,deletion,DEL,NATIONAL RETAIL PPTYS,NNN,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,29.239234924316406,30.35564422607422,0.038181891716645655,-0.038181891716645655,-0.04018189171664566,10.0,2,2.0,SPY,60,,,,,,,False,0.05566184406027589,35155853.73817444,10,0.8,0.4
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1649,USA,deletion,DEL,INGREDION INC,INGR,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,63.03739547729492,62.99424743652344,-0.0006844832411743162,0.0006844832411743162,-0.0013155167588256838,10.0,2,2.0,SPY,60,,,,,,,False,0.02971099218805606,42756266.10343933,10,0.9,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1717,USA,deletion,DEL,ZIONS BANCORP,ZIONP,-1.0,lower_volatility_deletion_half,2020-11-10,2020-11-30,2020-11-09,2020-11-11,2020-11-09,2020-11-11,18.52061653137207,18.339111328125,-0.009800170687602083,0.009800170687602083,0.007800170687602083,10.0,2,2.0,SPY,60,-0.1775183374422924,0.005951194046218022,0.00874372461472099,0.006388687939836406,2.355036674884585,0.0023550366748845844,True,0.011197455849984378,38128.72789325714,10,1.0,0.1
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1718,Indonesia,deletion,DEMOTION,ACE HARDWARE INDONESIA,ACES.JK,-1.0,lower_volatility_deletion_half,2021-02-09,2021-02-26,2021-02-08,2021-02-10,2021-02-08,2021-02-10,1253.65380859375,1197.8531494140625,-0.044510421295876124,0.044510421295876124,0.04251042129587612,10.0,2,2.0,^JKSE,60,0.8870549835934568,-0.001133554130237413,0.04350489645547608,0.03973078648828917,3.774109967186914,0.0037741099671869138,True,0.0235643310043887,29679154074.380493,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1721,USA,deletion,DEMOTION,PERRIGO,PRGO,-1.0,lower_volatility_deletion_half,2021-02-09,2021-02-26,2021-02-08,2021-02-10,2021-02-08,2021-02-10,37.16972732543945,38.2973747253418,0.03033779048280949,-0.03033779048280949,-0.03233779048280949,10.0,2,2.0,SPY,60,,,,,,,False,0.01434374432123168,38054345.25039673,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1767,Indonesia,deletion,DEMOTION,PERUSAHAAN GAS NEGARA,PGAS.JK,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-11,789.1946411132812,773.2835083007812,-0.020161227640946522,0.020161227640946522,0.01816122764094652,10.0,1,2.0,^JKSE,60,1.4855979201341227,-0.006264619952327188,0.010854521269338524,0.0058833254290702785,4.971195840268246,0.004971195840268246,True,0.022954558302704188,53681534428.97278,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1764,India,deletion,DEMOTION,ZEE ENTERTAINMENT ENT,ZEEL.NS,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,179.0428466796875,182.8321075439453,0.021163989148569096,-0.021163989148569096,-0.023163989148569097,10.0,2,2.0,^NSEI,60,1.638223093077227,-0.016453209555527426,-0.04811801699767303,-0.053394463183827484,5.276446186154454,0.005276446186154454,True,0.033448670362899904,1984003420.1689696,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1798,Korea,deletion,DEL,KOREA GAS CORPORATION,004590.KQ,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,5366.52197265625,5782.46875,0.07750770041809218,-0.07750770041809218,-0.07950770041809219,10.0,2,2.0,^KS11,60,-1.3258117986639377,-0.026972004863126675,-0.04174789813693773,-0.046399521734265606,4.651623597327875,0.004651623597327875,True,0.02314130227478832,1960778289.7632568,6,0.5,0.16666666666666666
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1796,Korea,deletion,DEL,HYUNDAI MARINE & FIRE,001450.KS,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,20516.1484375,19692.20703125,-0.040160628041858826,0.040160628041858826,0.038160628041858824,10.0,2,2.0,^KS11,60,0.4497713348967326,-0.026972004863126675,0.028029393409729177,0.025129850739935712,2.8995426697934654,0.0028995426697934652,True,0.01943721148057111,10967251470.174122,6,0.6666666666666666,0.8333333333333334
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1803,Korea,deletion,DEL,SAMSUNG CARD CO,029780.KS,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,24999.625,24060.333984375,-0.037572204208063176,0.037572204208063176,0.035572204208063174,10.0,2,2.0,^KS11,60,0.5531027751090467,-0.026972004863126675,0.02265391346801311,0.019547707917795015,3.1062055502180934,0.003106205550218093,True,0.017317944260600293,3315153534.9302735,6,0.8333333333333334,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1787,Korea,deletion,DEMOTION,GS RETAIL,007070.KS,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,40920.51171875,40262.2734375,-0.01608577834446756,0.01608577834446756,0.01408577834446756,10.0,2,2.0,^KS11,60,0.7928389450959501,-0.026972004863126675,-0.005298677538336627,-0.008884355428528527,3.5856778901919,0.0035856778901919,True,0.01482919995530851,10231424568.145702,6,1.0,0.6666666666666666
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1882,USA,deletion,DEL,IONIS PHARMACEUTICALS,IONS,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,36.2400016784668,37.310001373291016,0.029525376525023628,-0.029525376525023628,-0.03152537652502363,10.0,2,2.0,SPY,60,1.5326568624699266,-0.02998028779088524,-0.07547487034654725,-0.08054018407148711,5.065313724939854,0.005065313724939854,True,0.023504213175687634,66243502.12949753,4,0.5,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1834,USA,deletion,DEL,AXALTA COATING SYSTEMS,AXTA,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,33.68000030517578,31.690000534057617,-0.059085503357681146,0.059085503357681146,0.057085503357681144,10.0,2,2.0,SPY,60,,,,,,,False,0.011048908443746466,92559434.11468506,4,0.75,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1887,USA,deletion,DEL,OGE ENERGY CORP,OGE,-1.0,lower_volatility_deletion_half,2021-05-11,2021-05-27,2021-05-10,2021-05-12,2021-05-10,2021-05-12,27.67941093444824,26.745389938354492,-0.03374425121639113,0.03374425121639113,0.03174425121639113,10.0,2,2.0,SPY,60,,,,,,,False,0.009470205287476802,50127621.588401794,4,1.0,0.25
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1892,Korea,deletion,DEMOTION,KMW CO,032500.KQ,-1.0,lower_volatility_deletion_half,2021-08-11,2021-08-31,2021-08-10,2021-08-12,2021-08-10,2021-08-12,51900.0,50700.0,-0.023121387283236983,0.023121387283236983,0.02112138728323698,10.0,2,2.0,^KS11,60,1.0181544553627784,-0.010733277798295249,0.012193252672256282,0.008156943761530724,4.036308910725557,0.004036308910725557,True,0.018285216743378536,14680035345.0,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1927,India,deletion,DEMOTION,IPCA LABORATORIES,IPCALAB.NS,-1.0,lower_volatility_deletion_half,2021-11-11,2021-11-30,2021-11-10,2021-11-12,2021-11-10,2021-11-12,1089.370849609375,1093.4364013671875,0.00373201812704127,-0.00373201812704127,-0.00573201812704127,10.0,2,2.0,^NSEI,60,0.5751475868791446,0.004748284137357395,-0.0010010539636236436,-0.004151349137381933,3.1502951737582894,0.0031502951737582894,True,0.015339432817973543,521038534.00458986,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1997,Korea,deletion,DEMOTION,SHINSEGAE CO (NEW),004170.KS,-1.0,lower_volatility_deletion_half,2021-11-11,2021-11-30,2021-11-10,2021-11-12,2021-11-10,2021-11-12,216868.75,219579.609375,0.012499999999999956,-0.012499999999999956,-0.014499999999999956,10.0,2,2.0,^KS11,60,0.4255519990764138,0.013183579103974274,-0.006889701557321667,-0.009740805555474494,2.8511039981528277,0.0028511039981528275,True,0.02043297240986585,19804938547.371094,2,0.5,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1969,Korea,deletion,DEMOTION,DAEWOO SHIPBUILDING,003090.KS,-1.0,lower_volatility_deletion_half,2021-11-11,2021-11-30,2021-11-10,2021-11-12,2021-11-10,2021-11-12,29994.8203125,31163.451171875,0.038961088854664316,-0.038961088854664316,-0.04096108885466432,10.0,2,2.0,^KS11,60,2.104363645329668,0.013183579103974274,-0.011218044272932971,-0.017426771563592305,6.208727290659336,0.006208727290659336,True,0.018435557059878066,2435085166.573926,2,1.0,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2097,USA,deletion,DEL,LAMB WESTON HOLDINGS,LW,-1.0,lower_volatility_deletion_half,2021-11-11,2021-11-30,2021-11-10,2021-11-12,2021-11-10,2021-11-12,54.23299789428711,52.31659698486328,-0.035336436926451054,0.035336436926451054,0.03333643692645105,10.0,2,2.0,SPY,60,0.31417099192120795,0.007872759824171238,0.037809829689568364,0.03518148770572595,2.628341983842416,0.0026283419838424157,True,0.019506661899723186,74377452.00141907,7,0.5714285714285714,0.5714285714285714
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2032,USA,deletion,DEL,BOSTON BEER A,SAM,-1.0,lower_volatility_deletion_half,2021-11-11,2021-11-30,2021-11-10,2021-11-12,2021-11-10,2021-11-12,470.4599914550781,479.6499938964844,0.019534078579100056,-0.019534078579100056,-0.021534078579100058,10.0,2,2.0,SPY,60,0.6415267488334089,0.007872759824171238,-0.014483492564753201,-0.017766546062420018,3.2830534976668178,0.0032830534976668177,True,0.01881534448277045,148031089.27902222,7,0.7142857142857143,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2111,USA,deletion,DEL,PINNACLE WEST CAPITAL,PNW,-1.0,lower_volatility_deletion_half,2021-11-11,2021-11-30,2021-11-10,2021-11-12,2021-11-10,2021-11-12,53.30265808105469,54.59950256347656,0.024329827612908694,-0.024329827612908694,-0.026329827612908696,10.0,2,2.0,SPY,60,,,,,,,False,0.016074938035726623,74762609.88521576,7,0.8571428571428571,0.7142857142857143
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2023,USA,deletion,DEL,AUTOLIV,ALV,-1.0,lower_volatility_deletion_half,2021-11-11,2021-11-30,2021-11-10,2021-11-12,2021-11-10,2021-11-12,90.34054565429688,91.3404541015625,0.011068213502848812,-0.011068213502848812,-0.013068213502848812,10.0,2,2.0,SPY,60,,,,,,,False,0.015142620716697287,48789242.55950928,7,1.0,0.14285714285714285
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2151,India,deletion,DEL,HDFC ASSET MANAGEMENT,HDFCAMC.BO,-1.0,lower_volatility_deletion_half,2022-05-12,2022-05-31,2022-05-11,2022-05-13,2022-05-11,2022-05-13,845.0082397460938,797.80810546875,-0.05585760239631077,0.05585760239631077,0.053857602396310766,10.0,2,2.0,^NSEI,60,1.0006232260551378,-0.023810654233043405,0.032032108743159454,0.028030862291049178,4.0012464521102755,0.004001246452110275,True,0.014385268866060445,49317874.81635742,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2187,Indonesia,deletion,DEMOTION,INDOCEMENT TUNGGAL,INTP.JK,-1.0,lower_volatility_deletion_half,2022-05-12,2022-05-31,2022-05-11,2022-05-13,2022-05-11,2022-05-13,8363.603515625,7686.548828125,-0.08095250883606775,0.08095250883606775,0.07895250883606775,10.0,2,2.0,^JKSE,60,0.7166721301881296,-0.03201341816489656,0.058009384245227974,0.054576039984851714,3.433344260376259,0.0034333442603762592,True,0.021176651198700863,28905743000.219727,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2357,USA,deletion,DEL,ROBINHOOD MARKETS A,HOOD,-1.0,lower_volatility_deletion_half,2022-05-12,2022-05-31,2022-05-11,2022-05-13,2022-05-11,2022-05-13,8.149999618530273,10.6899995803833,0.31165645162460476,-0.31165645162460476,-0.31365645162460476,10.0,2,2.0,SPY,60,1.964318245267774,0.02283916436937239,-0.2667930643471769,-0.27272170083771247,5.928636490535548,0.005928636490535548,True,0.05204699658086042,190766898.32159042,8,0.5,0.75
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2233,USA,deletion,DEMOTION,10X GENOMICS A,TXG,-1.0,lower_volatility_deletion_half,2022-05-12,2022-05-31,2022-05-11,2022-05-13,2022-05-11,2022-05-13,39.650001525878906,47.630001068115234,0.20126101475753821,-0.20126101475753821,-0.20326101475753822,10.0,2,2.0,SPY,60,2.0156850496097882,0.02283916436937239,-0.15522445259261372,-0.1612558226918333,6.0313700992195765,0.0060313700992195764,True,0.04517692189681331,91331377.21410751,8,0.625,0.375
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2341,USA,deletion,DEL,IPG PHOTONICS,IPGP,-1.0,lower_volatility_deletion_half,2022-05-12,2022-05-31,2022-05-11,2022-05-13,2022-05-11,2022-05-13,94.33999633789062,98.4000015258789,0.04303588451972007,-0.04303588451972007,-0.04503588451972007,10.0,2,2.0,SPY,60,1.137963217543453,0.02283916436937239,-0.017045755547945275,-0.021321681983032182,4.275926435086906,0.004275926435086906,True,0.03387865720242667,71911176.45133972,8,0.75,0.25
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2240,USA,deletion,DEMOTION,AGNC INVESTMENT CORP,AGNC,-1.0,lower_volatility_deletion_half,2022-05-12,2022-05-31,2022-05-11,2022-05-13,2022-05-11,2022-05-13,7.013341426849365,7.157767295837402,0.020593018391365847,-0.020593018391365847,-0.02259301839136585,10.0,2,2.0,SPY,60,,,,,,,False,0.030849710016430297,124379086.37368202,8,0.875,0.625
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2345,USA,deletion,DEL,LIBERTY BROADBAND A,LBRDA,-1.0,lower_volatility_deletion_half,2022-05-12,2022-05-31,2022-05-11,2022-05-13,2022-05-11,2022-05-13,100.22492980957033,105.52014923095705,0.05283335624627283,-0.05283335624627283,-0.054833356246272835,10.0,2,2.0,SPY,60,,,,,,,False,0.025939533809155268,47645481.945503235,8,1.0,0.125
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2371,Korea,deletion,DEL,SK TELECOM CO,017670.KS,-1.0,lower_volatility_deletion_half,2022-08-11,2022-08-31,2022-08-10,2022-08-12,2022-08-10,2022-08-12,42335.9140625,42092.6015625,-0.005747189009331466,0.005747189009331466,0.003747189009331466,10.0,2,2.0,^KS11,60,0.30673715429609266,0.01896910000350327,0.01156571676396406,0.008952242455371875,2.613474308592185,0.002613474308592185,True,0.012647068086934556,18899282490.765625,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2376,USA,deletion,DEMOTION,UPSTART HOLDINGS,UPST,-1.0,lower_volatility_deletion_half,2022-08-11,2022-08-31,2022-08-10,2022-08-12,2022-08-10,2022-08-12,33.5,34.7599983215332,0.03761189019502109,-0.03761189019502109,-0.03961189019502109,10.0,2,2.0,SPY,60,3.0,0.016929150818911554,0.01317556226171357,0.005175562261713569,8.0,0.008,True,0.0771981869381463,265968479.944067,3,0.6666666666666666,0.6666666666666666
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2375,USA,deletion,DEMOTION,PELOTON INTERACTIVE A,PTON,-1.0,lower_volatility_deletion_half,2022-08-11,2022-08-31,2022-08-10,2022-08-12,2022-08-10,2022-08-12,11.920000076293944,13.529999732971191,0.13506708442721882,-0.13506708442721882,-0.13706708442721882,10.0,2,2.0,SPY,60,2.3583498330744055,0.016929150818911554,-0.09514222441934733,-0.10185892408549614,6.716699666148811,0.006716699666148811,True,0.07718765484743106,124805132.3379755,3,1.0,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,2436,Indonesia,deletion,DEMOTION,GUDANG GARAM,GGRM.JK,-1.0,lower_volatility_deletion_half,2022-11-10,2022-11-30,2022-11-09,2022-11-11,2022-11-09,2022-11-11,19440.931640625,18344.154296875,-0.056415883972252834,0.056415883972252834,0.05441588397225283,10.0,2,2.0,^JKSE,60,1.2888392467155163,0.002704645426385266,0.05990173714622778,0.05532405865279675,4.577678493431033,0.004577678493431033,True,0.02872837878131002,27133926940.214844,2,0.5,0.5
