Date,announce_date,effective_date,Country,Security_Name,Change_Type,from,to,source_file,page
2023-02-01,2023-02-09,2023-02-28,USA,JANUX THERAPEUTICS,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,LANDS' END,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,LANDS' END,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,LINCOLN NATIONAL CORP,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,LINKBANCORP,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,LOOP MIA,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,LORDSTOWN MOTORS CORP A,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,LORDSTOWN MOTORS CORP A,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,LUMEN TECHNOLOGIES,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,MALLINCKRODT,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,MARKFORGED HOLDING,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,MARKFORGED HOLDING,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,MEIRAGTX HOLDINGS,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,MEIRAGTX HOLDINGS,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,MINERVA SURGICAL,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,MSP RECOVERY,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,NEPTUNE WELLNESS SOLN,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,NEUBASE THERAPEUTICS,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,NEXIMMUNE,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,NEXTNAV,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,NEXTNAV,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,NKARTA,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,NKARTA,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,OBLONG,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,OCUGEN,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,OCUGEN,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,OIL STATES INTERNATIONAL,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,OIL STATES INTERNATIONAL,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,OPIANT PHARMACEUTICALS,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,OPTIMIZERX,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,OPTIMIZERX,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,PLAYTIKA HOLDING CORP,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,PLX PHARMA,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,POSEIDA THERAPEUTICS,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,POSEIDA THERAPEUTICS,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,PRAXIS PRECISION MED,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,PRESTO AUTOM,Addition,none,micro_cap,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,PRIME MEDICINE,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,QUALIGEN THERAPEUTICS,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,QUANTUM-SI A,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,RELIANCE STEEL & ALUM,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,SARCOS TECH & ROBO CORP,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,SATIXFY COMMUNICATIONS,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,SENTINELONE INC A,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,SIGHT SCIENCES,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,SIGHT SCIENCES,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,SKILLSOFT A,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,SKILLZ A,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,SOLUNA HOLDINGS,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,SYMBOTIC A,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,TATTOOED CHEF,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,TIPTREE,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,TIPTREE,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,TORO CO,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,TUPPERWARE BRANDS,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,UNITED THERAPEUTICS CORP,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,VERA THERAPEUTICS A,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,VIKING THERAPEUTICS,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,VIKING THERAPEUTICS,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,WAITR HOLDINGS,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,WESTERN UNION,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,WW INTERNATIONAL,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,Y MABS THERAPEUTICS,Deletion,small_cap,none,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,ZYMEWORKS (US),Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,ZYMEWORKS (US),Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-02-01,2023-02-09,2023-02-28,USA,ZYNEX,Deletion,micro_cap,none,MSCI_Feb23_MicroPublicList.pdf,3
2023-02-01,2023-02-09,2023-02-28,USA,ZYNEX,Addition,none,small_cap,MSCI_Feb23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,89BIO,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,89BIO,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ABSCI,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ACELRX PHARMACEUTICALS,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ADICET BIO,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ADICET BIO,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ADVANTAGE SOLUTION A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ADVANTAGE SOLUTION A,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,AEVA TECHNOLOGIES,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,AEVA TECHNOLOGIES,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,AGILE THERAPEUTICS,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,AGRIFY CORP,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,AILERON THERAPEUTICS,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,AIRSCULPT TECH,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,AKILI,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ALBERTSONS COMPANIES A,Addition,none,standard,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ALDEYRA THERAPEUTICS,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ALDEYRA THERAPEUTICS,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ALLBIRDS A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ALLBIRDS A,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ALTIMMUNE,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ALTIMMUNE,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ALVARIUM TIEDEMANN HLD A,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ALX ONCOLOGY HLDGS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ALX ONCOLOGY HLDGS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,AMNEAL PHARMACEUTICALS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,AMNEAL PHARMACEUTICALS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,AMYLYX PHARMACEUTICALS,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,AN2 THERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,APTINYX,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ARCHER AVIATION A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ARIDIS PHARMACEUTICALS,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ARS PHARMACEUTICALS,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ARS PHARMACEUTICALS,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ASTRONICS CORP,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ASTRONICS CORP,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ATARA BIOTHERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ATARA BIOTHERAPEUTICS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ATEA PHARMACEUTICALS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ATEA PHARMACEUTICALS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BEAZER HOMES USA,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BEAZER HOMES USA,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BED BATH & BEYOND,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BENSON HILL,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BENSON HILL,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BIG LOTS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BIG LOTS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BIGLARI HOLDINGS A,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BIGLARI HOLDINGS B,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BIOLASE INC,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BIOMEA FUSION,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BIOMEA FUSION,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BIONANO GENOMICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BIONANO GENOMICS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BIOTE A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BLEND LABS A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BRC A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BRC A,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BRIDGEWATER BANCSHARES,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BRIDGEWATER BANCSHARES,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BRIGHT HEALTH GROUP,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,BUILDERS FIRSTSOURCE,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,BUILDERS FIRSTSOURCE,Addition,none,standard,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,C4 THERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,C4 THERAPEUTICS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CARA THERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CARA THERAPEUTICS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CAREMAX A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CAREMAX A,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CARIBOU BIOSCIENCES,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CARIBOU BIOSCIENCES,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CARPARTS .COM,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CARPARTS.COM,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CASA SYSTEMS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CASA SYSTEMS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CBDMD,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CENNTRO ELECTRIC GRP(US),Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CHARGE ENTERPRISES,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CHARGE ENTERPRISES,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CIPHER MINING,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CITY OFFICE REIT,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CITY OFFICE REIT,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CODEXIS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CODEXIS,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,COMSOVEREIGN HOLDING,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,COMTECH TELECOM,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,COMTECH TELECOM,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CONTEXTLOGIC A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CONTEXTLOGIC A,Deletion,small_cap,none,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,CUE HEALTH,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,CUSTOM TRUCK ONE SOURCE,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,DATCHAT,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,DAY ONE BIOPHARMA,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,DECKERS OUTDOOR CORP,Addition,none,standard,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,DESIGN THERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,DICKS SPORTING GOODS,Addition,none,standard,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,DISH NETWORK A,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,DISH NETWORK A,Deletion,standard,none,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,DOUGLAS ELLIMAN,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,EBET,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,EDGEWISE THERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ELANCO ANIMAL HEALTH,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ELANCO ANIMAL HEALTH,Deletion,standard,none,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ENERGY VAULT HOLDINGS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ENGAGESMART,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ENLIVEN THERAPEUTICS,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ENLIVEN THERAPEUTICS,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ENTRAVISION COMMU A,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ENTRAVISION COMMU A,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,ESPERION THERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,ESS TECH,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,EVERQUOTE A,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,F&G ANNUITIES & LIFE,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,FIRST OF LONG ISLAND,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,FIRST REPUBLIC BANK,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,FIRST REPUBLIC BANK,Deletion,standard,none,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,FORGE GLOBAL HLDGS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,FUBOTV,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,FULCRUM THERAPEUTICS,Addition,none,micro_cap,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,GARRETT MOTION,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,GARRETT MOTION,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,HARROW HEALTH,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,HARROW HEALTH,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,HYATT HOTELS A,Addition,none,standard,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,INTEGRAL AD SCIENCE HLDG,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
2023-05-01,2023-05-11,2023-05-31,USA,JAGUAR HEALTH,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,LAIRD SUPERFOOD,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,LANNETT CO,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,LATTICE SEMICONDUCTOR,Addition,none,standard,MSCI_May23_STPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,LEGACY HOUSING,Deletion,micro_cap,none,MSCI_May23_MicroPublicList.pdf,3
2023-05-01,2023-05-11,2023-05-31,USA,LEGACY HOUSING,Addition,none,small_cap,MSCI_May23_SCPublicList.pdf,5
