Date,announce_date,effective_date,Country,Security_Name,Change_Type,from,to,source_file,flags
2019-05-01,2019-05-13,2019-05-28,USA,NII HOLDINGS,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,ODONATE THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_May19_MicroPublicList.pdf;MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,OHR PHARMACEUTICAL,DEL,micro_cap,none,MSCI_May19_MicroPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,OKTA,ADD,none,standard,MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,ORTHOPEDIATRICS,PROMOTION,micro_cap,small_cap,MSCI_May19_MicroPublicList.pdf;MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,OSIRIS THERAPEUTICS,ADD,none,small_cap,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,OWENS & MINOR,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,PARATEK PHARMACEUTICALS,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,PAYCOM SOFTWARE,PROMOTION,small_cap,standard,MSCI_May19_SCPublicList.pdf;MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,PENNYMAC FINL SERVICES,ADD,none,small_cap,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,PERKINELMER,PROMOTION,small_cap,standard,MSCI_May19_SCPublicList.pdf;MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,PETIQ A,ADD,none,small_cap,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,PIVOTAL SOFTWARE A,ADD,none,small_cap,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,POTBELLY,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,SIENTRA,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,SNAP A,ADD,none,standard,MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,STERIS,PROMOTION,small_cap,standard,MSCI_May19_SCPublicList.pdf;MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,SUN COMMUNITIES,PROMOTION,small_cap,standard,MSCI_May19_SCPublicList.pdf;MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,SUPERIOR INDUSTRIES,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,TWILIO A,PROMOTION,small_cap,standard,MSCI_May19_SCPublicList.pdf;MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,UBIQUITI NETWORKS,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,ULTIMATE SOFTWARE GROUP,PROMOTION,small_cap,standard,MSCI_May19_SCPublicList.pdf;MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,ULTRA PETROLEUM,DEL,small_cap,none,MSCI_May19_SCPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,UNITED THERAPEUTICS CORP,DEL,standard,none,MSCI_May19_STPublicList.pdf,
2019-05-01,2019-05-13,2019-05-28,USA,ZEBRA TECHNOLOGIES A,PROMOTION,small_cap,standard,MSCI_May19_SCPublicList.pdf;MSCI_May19_STPublicList.pdf,
2019-08-01,2019-08-07,2019-08-27,USA,CHEMOURS CO,DEMOTION,standard,small_cap,MSCI_Aug19_SCPublicList.pdf;MSCI_Aug19_STPublicList.pdf,
2019-08-01,2019-08-07,2019-08-27,USA,COMMSCOPE HOLDING CO,DEMOTION,standard,small_cap,MSCI_Aug19_SCPublicList.pdf;MSCI_Aug19_STPublicList.pdf,
2019-08-01,2019-08-07,2019-08-27,USA,ROKU A,PROMOTION,small_cap,standard,MSCI_Aug19_SCPublicList.pdf;MSCI_Aug19_STPublicList.pdf,
2019-08-01,2019-08-07,2019-08-27,USA,SAREPTA THERAPEUTICS,PROMOTION,small_cap,standard,MSCI_Aug19_SCPublicList.pdf;MSCI_Aug19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ABEONA THERAPEUTICS,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ACCURAY,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ACORDA THERAPEUTICS,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ADURO BIOTECH,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ADVAXIS,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ADVERUM BIOTECHNOLOG,PROMOTION,micro_cap,small_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,AEVI GENOMIC MEDICINE,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,AFFILIATED MANAGERS GRP,DEMOTION,standard,small_cap,MSCI_Nov19_SCPublicList.pdf;MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ALKERMES,DEMOTION,standard,small_cap,MSCI_Nov19_SCPublicList.pdf;MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,AMERICAN SOFTWARE A,PROMOTION,micro_cap,small_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ANAPLAN,ADD,none,small_cap,MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,APPLIED OPTOELECTRONICS,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,APPLIED THERAPEUTICS,ADD,none,micro_cap,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ARCTURUS THERAPEUTIC(US),ADD,none,micro_cap,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ARLINGTON ASSET INV A,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ARMSTRONG FLOORING,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ASSERTIO THERAPEUTICS,DEMOTION,small_cap,micro_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ASSETMARK FINANCIAL HLDG,ADD,none,small_cap,MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ATLAS FINANCIAL HOLDINGS,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,ATRECA A,ADD,none,micro_cap,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,AVENUE THERAPEUTICS,ADD,none,micro_cap,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BANK FIRST CORPORATION,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BARNWELL INDUSTRIES,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BEYOND MEAT,ADD,none,small_cap,MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BIGLARI HOLDINGS B,DEL,small_cap,none,MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BIO-RAD LABORATORIES A,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BIODELIVERY SCIENCE INTL,PROMOTION,micro_cap,small_cap,MSCI_Nov19_MicroPublicList.pdf;MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BLACK KNIGHT,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BLACKSTONE GROUP,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BLOCK (H&R),DEMOTION,standard,small_cap,MSCI_Nov19_SCPublicList.pdf;MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BOOZ ALLEN HAMILTON A,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BORQS TECHNOLOGIES,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BRIGHAM MINERALS A,ADD,none,small_cap,MSCI_Nov19_SCPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BRIGHTHOUSE FINANCIAL,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,BROWN & BROWN,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,CANCER GENETICS,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,CAPITAL CITY BANK GROUP,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,CARDLYTICS,DEL,micro_cap,none,MSCI_Nov19_MicroPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,CIMAREX ENERGY CO,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,CIT GROUP,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,FLUOR CORP,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,GUIDEWIRE SOFTWARE,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,HELMERICH & PAYNE,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,INSULET CORP,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,L BRANDS,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,MACERICH CO,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,MACY'S,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,MATCH GROUP,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,MEDICAL PROPERTIES TRUST,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,NEKTAR THERAPEUTICS,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,NEUROCRINE BIOSCIENCES,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,OMEGA HEALTHCARE INVESTO,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,PARSLEY ENERGY A,DEL,standard,none,MSCI_Nov19_STPublicList.pdf,
2019-11-01,2019-11-07,2019-11-26,USA,PINTEREST A,ADD,none,standard,MSCI_Nov19_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,1LIFE HEALTHCARE,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ACCEL ENTERTAINMENT AL,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ACM RESEARCH A,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ACUITY BRANDS,DEMOTION,standard,small_cap,MSCI_May20_SCPublicList.pdf;MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ADAPTIVE BIOTECHNOLOGIES,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ADESTO TECHNOLOGIES,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AG MORTGAGE INV TRUST,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AKERNA CORP,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AKERO THERAPEUTICS,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AKORN,DEL,small_cap,none,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALASKA AIR GROUP,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALECTOR,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALERUS FINANCIAL,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALLIANCE DATA SYSTEMS,DEMOTION,standard,small_cap,MSCI_May20_SCPublicList.pdf;MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALPHA & OMEGA SEMICONDUC,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALPINE INCOME PPTY TRUST,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALTA EQUIPMENT GROUP,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ALTISOURCE PORTFOLIO SOL,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AMERANT BANCORP A,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AMERICAN AIRLINES GROUP,DEMOTION,standard,small_cap,MSCI_May20_SCPublicList.pdf;MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ANWORTH MORTGAGE ASSET,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,APACHE CORP,DEMOTION,standard,small_cap,MSCI_May20_SCPublicList.pdf;MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,APOLLO GLOBAL MGMT A,ADD,none,standard,MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,APPLIED THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,APREA THERAPEUTICS,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ARCTURUS THERAPEUTIC(US),PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ARCUTIS BIOTHERAPEUTICS,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ARDELYX,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ARLO TECHNOLOGIES,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ARTARA THERAPEUTICS,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ASHFORD HOSPITALITY TRST,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AT HOME GROUP,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ATHERSYS,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ATLANTIC AMERICAN CORP,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,ATRECA A,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AVALARA,ADD,none,standard,MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AVANTOR,ADD,none,standard,MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AXCELLA HEALTH,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,AYTU BIOSCIENCE,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BANK FIRST CORPORATION,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BBX CAPITAL A,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BEAM THERAPEUTICS,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BEAZER HOMES USA,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BELLRING BRANDS A,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BERRY CORP,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BEYOND AIR,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BILL.COM HOLDINGS,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BIOMERICA,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BIOXCEL THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BLACK DIAMOND THERAPEUT,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BOGOTA FINANCIAL,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BRAEMAR HOTELS & RESORTS,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BRIGGS & STRATTON,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BROADMARK REALTY CAPITAL,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,BRP GROUP A,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CABALETTA BIO,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CABLE ONE,PROMOTION,small_cap,standard,MSCI_May20_SCPublicList.pdf;MSCI_May20_STPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CADIZ INC,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CALAMP,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CALERES,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CALIFORNIA RESOURCES,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CALITHERA BIOSCIENCES,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CALIX,PROMOTION,micro_cap,small_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CALLON PETROLEUM CORP,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CAPRI HOLDINGS,ADD,none,small_cap,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CARROLS RESTAURANT GRP,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CARTER BANK & TRUST,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CASPER SLEEP,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CASTLE BIOSCIENCES,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CATALENT,DEL,small_cap,none,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CATASYS,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CEDAR REALTY TRUST,DEL,small_cap,none,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CEL-SCI CORP,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CENTENNIAL RESOURCE A,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CHESAPEAKE ENERGY CORP,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CHICO'S FAS,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CHUY'S HOLDINGS,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CIM COMMERCIAL TRUST,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CINCINNATI BELL,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CIRCOR INTERNATIONAL,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CLOVIS ONCOLOGY,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CONN'S,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CONSOL ENERGY (NEW),DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CONSTELLATION PHARMA,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CONTURA ENERGY,DEL,small_cap,none,MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,COOPER STANDARD HOLDING,DEMOTION,small_cap,micro_cap,MSCI_May20_MicroPublicList.pdf;MSCI_May20_SCPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CORBUS PHARMACEUTICALS,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CORENERGY INFRASTRUCTURE,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,COREPOINT LODGING,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,COVENANT TRANSPORT A,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CROSS COUNTRY HEALTHCARE,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CUE BIOPHARMA,DEL,micro_cap,none,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CURO GROUP HOLDINGS CORP,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
2020-05-01,2020-05-12,2020-05-29,USA,CUTERA,ADD,none,micro_cap,MSCI_May20_MicroPublicList.pdf,
