Date,announce_date,effective_date,Country,Security_Name,Change_Type,from,to,source_file,flags
2017-02-01,2017-02-09,2017-02-28,USA,ADVANCED MICRO DEVICES,PROMOTION,small_cap,standard,MSCI_Feb17_SCPublicList.pdf;MSCI_Feb17_STPublicList.pdf,
2017-02-01,2017-02-09,2017-02-28,USA,ENDO INTERNATIONAL,DEMOTION,standard,small_cap,MSCI_Feb17_SCPublicList.pdf;MSCI_Feb17_STPublicList.pdf,
2017-02-01,2017-02-09,2017-02-28,USA,NOBILIS HEALTH,ADD,none,micro_cap,MSCI_Feb17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,AAC HOLDINGS INC,DEMOTION,small_cap,micro_cap,MSCI_May17_MicroPublicList.pdf;MSCI_May17_SCPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ACACIA COMMUNICATIONS,ADD,none,small_cap,MSCI_May17_SCPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ACCESS NATIONAL CORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ACHAOGEN,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,AEHR TEST SYSTEMS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ALLEGIANCE BANCSHARES,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ALLEGION,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,AMERICAN FINANCIAL GROUP,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,APOLLO ENDOSURGERY,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,APPLIED OPTOELECTRONICS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ARBOR REALTY TRUST,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ARISTA NETWORKS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ARROWHEAD PHARMA,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ASURE SOFTWARE,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ATHENE HLDG LTD CLASS A,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ATLANTIC CAPITAL BANCSHS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,AXCELIS TECHNOLOGIES,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,BAR HARBOR BANKSHARES,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,BAY BANCORP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,BRAINSTORM CELL,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CALPINE CORP,DEL,standard,none,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CAPSTAR FINANCIAL HLDGS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CARA THERAPEUTICS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CBOE HOLDINGS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CELADON GROUP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CITIZENS CMNTY BANCORP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CLEARSIDE BIOMEDICAL,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CLIPPER REALTY,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,COBALT INTERNATIONAL,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,COMMSCOPE HOLDING CO,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CONDOR HOSPITALITY TRUST,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CONTAINER STORE GROUP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CPI CARD GROUP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CUMULUS MEDIA A,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,CYTOKINETICS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,DASEKE,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,DEXTERA SURGICAL,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,DHI GROUP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,DUN & BRADSTREET CORP,DEL,standard,none,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,EAST WEST BANCORP,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,EDGEWELL PERSONAL CARE,DEL,standard,none,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ENOVA INTERNATIONAL,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ENVIROSTAR,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,EVERSPIN TECHNOLOGIES,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,EXCO RESOURCES INC,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,FIRST DEFIANCE FINANCIAL,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,FIRST FOUNDATION,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,FOGO DE CHAO,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,FRANKLIN FINL NETWORK,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,FRONTIER COMMUNICATIONS,DEL,standard,none,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,FULGENT GENETICS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,GREEN BANCORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,GRIFFIN INDUSTRIAL REAL,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,GUARANTY BANCORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,HANDY & HARMAN,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,HD SUPPLY HOLDINGS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,HENRY (JACK) & ASSOCIATE,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,HERITAGE COMMERCE CORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,HESKA CORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,HOOKER FURNITURE CORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,HORNBECK OFFSHORE SVCS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,IDEX CORP,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,IFRESH,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,IMMUNOCELLULAR THERAP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,INDEPENDENT BANK (MICH),DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,INVITAE,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,JONES ENERGY A,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,KEMET CORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,KMG CHEMICALS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,LANTHEUS HOLDINGS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,LEIDOS HOLDINGS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,LEMAITRE VASCULAR,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,LENNOX INTERNATIONAL,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,LIBERTY LILAC C,DEL,standard,none,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,LIMBACH HOLDINGS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,MANNKIND CORP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,MEDEQUITIES REALTY TRUST,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,MIDLAND STS BANCORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,MIRAGEN THERAPEUTICS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,MOSYS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,NANT HEALTH,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,NANTKWEST,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,NEFF CORP A,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,NEW AGE BEVERAGES,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,NII HOLDINGS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,NL INDUSTRIES,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,NOVAN,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,OBALON THERAPEUTICS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,OMEGA FLEX,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ONCOMED PHARMACEUTICALS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,OPEXA THERAPEUTICS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,OPHTHOTECH,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,OVERSEAS SHIPHOLDING A,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,PARAGON COMMERCIAL,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,PARETEUM CORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,PEAPACK GLADSTONE FINL,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,PEOPLE'S UTAH BANCORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,PHI NV,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,PLUMAS BANCORP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,POLAR POWER,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,RAMACO RESOURCES,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,RENTECH,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,REPUBLIC FIRST BANCORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,RITE AID CORP,DEL,standard,none,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ROLLINS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,RUBY TUESDAY,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,RYERSON HOLDING CORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SB FINANCIAL GROUP,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SENESTECH,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SEVCON,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SORRENTO THERAPEUTICS,ADD,none,micro_cap,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SOUTHWEST BANCORP,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SOUTHWESTERN ENERGY CO,DEL,standard,none,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SPARK ENERGY A,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SS&C TECHNOLOGIES HLDGS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,STEEL DYNAMICS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,STRONGBRIDGE BIOPHARMA,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SUTHERLAND ASSET MGMT,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SVB FINANCIAL GROUP,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,SYSTEMAX,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,TESARO,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,TRC COS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,TUCOWS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ULTRA CLEAN HOLDINGS,DEL,micro_cap,none,MSCI_May17_MicroPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,VAIL RESORTS,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,VEEVA SYSTEMS A,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-05-01,2017-05-15,2017-05-31,USA,ZIONS BANCORP,ADD,none,standard,MSCI_May17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ABEONA THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_Nov17_MicroPublicList.pdf;MSCI_Nov17_SCPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ADVAXIS,DEMOTION,small_cap,micro_cap,MSCI_Nov17_MicroPublicList.pdf;MSCI_Nov17_SCPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,AKCEA THERAPEUTICS,ADD,none,small_cap,MSCI_Nov17_SCPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,AKEBIA THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_Nov17_MicroPublicList.pdf;MSCI_Nov17_SCPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,AKOUSTIS TECH,ADD,none,micro_cap,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ALNYLAM PHARMACEUTICALS,PROMOTION,small_cap,standard,MSCI_Nov17_SCPublicList.pdf;MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ARDELYX,DEMOTION,small_cap,micro_cap,MSCI_Nov17_MicroPublicList.pdf;MSCI_Nov17_SCPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ARGOS THERAPEUTICS,DEL,micro_cap,none,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ASPEN GROUP (US),ADD,none,micro_cap,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ASSEMBLY BIOSCIENCES,DEL,micro_cap,none,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,ASV HOLDINGS,ADD,none,micro_cap,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,AUDENTES THERAPEUTICS,DEL,micro_cap,none,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,AVINGER,DEL,micro_cap,none,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,AXOGEN,DEL,micro_cap,none,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,BABCOCK & WILCOX ENT,ADD,none,micro_cap,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,BANK OF PRINCETON,ADD,none,micro_cap,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,BED BATH & BEYOND,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,BIG 5 SPORTING GOODS,ADD,none,micro_cap,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,BLUE BIRD (US),DEL,micro_cap,none,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,BON-TON STORES,DEL,micro_cap,none,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,BOSTON OMAHA A,ADD,none,micro_cap,MSCI_Nov17_MicroPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,CHEMOURS CO,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,COGNEX CORP,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,CORE LABORATORIES,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,DEXCOM,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,DICKS SPORTING GOODS,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,FOOT LOCKER,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,IAC/INTERACTIVECORP A,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,IPG PHOTONICS,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,LIBERTY FORMULA ONE C,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,LIVE NATION ENTMT,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,MALLINCKRODT,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,MEDNAX,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,MURPHY OIL CORP,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,NAVIENT CORP,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,NUANCE COMMUNICATIONS,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,OLD DOMINION FREIGHT,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,OWENS CORNING,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,PATTERSON COS,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,SIGNET JEWELERS (US),DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,SPIRIT AEROSYSTEMS A,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,SQUARE,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,TAKE-TWO INTERACTIVE SOF,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,TRANSUNION,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,VISTRA ENERGY,ADD,none,standard,MSCI_Nov17_STPublicList.pdf,
2017-11-01,2017-11-13,2017-11-30,USA,WEATHERFORD INTL,DEL,standard,none,MSCI_Nov17_STPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ABIOMED,PROMOTION,small_cap,standard,MSCI_May18_SCPublicList.pdf;MSCI_May18_STPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ACER THERAPEUTICS,ADD,none,micro_cap,MSCI_May18_MicroPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ACETO CORP,DEL,small_cap,none,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ADAMAS PHARMACEUTICALS,PROMOTION,micro_cap,small_cap,MSCI_May18_MicroPublicList.pdf;MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ADDUS HOMECARE CORP,PROMOTION,micro_cap,small_cap,MSCI_May18_MicroPublicList.pdf;MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,AILERON THERAPEUTICS,ADD,none,micro_cap,MSCI_May18_MicroPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ALLENA PHARMACEUTICALS,ADD,none,micro_cap,MSCI_May18_MicroPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ALTA MESA RESOURCES A,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,AMERESCO A,DEL,micro_cap,none,MSCI_May18_MicroPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,AMERICOLD REALTY,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,APELLIS PHARMACEUTICALS,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ARROWHEAD PHARMA,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,ATHENEX,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,AUTONATION,DEMOTION,standard,small_cap,MSCI_May18_SCPublicList.pdf;MSCI_May18_STPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,AVAYA HOLDINGS,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,AXOVANT SCIENCES,DEL,small_cap,none,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,B RILEY FINANCIAL,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,BANK MARIN,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,BARRETT BUSINESS SVCS,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,BLUE BIRD (US),ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,BOOT BARN HOLDINGS,ADD,none,small_cap,MSCI_May18_SCPublicList.pdf,
2018-05-01,2018-05-14,2018-05-31,USA,BRIXMOR PROPERTY GROUP,DEMOTION,standard,small_cap,MSCI_May18_SCPublicList.pdf;MSCI_May18_STPublicList.pdf,
